state,county,male obesity prevalence (%),female obesity prevalence (%)
Alabama,Autauga,37.1,38.8
Alabama,Baldwin,33.5,33.9
Alabama,Barbour,41.5,51.6
Alabama,Bibb,40.7,45.2
Alabama,Blount,38.4,41.6
Alabama,Bullock,41.9,56.0
Alabama,Butler,39.8,50.3
Alabama,Calhoun,38.0,41.4
Alabama,Chambers,40.7,47.7
Alabama,Cherokee,39.5,41.7
Alabama,Chilton,41.8,44.3
Alabama,Choctaw,41.2,49.9
Alabama,Clarke,41.8,46.6
Alabama,Clay,39.2,45.4
Alabama,Cleburne,37.4,41.3
Alabama,Coffee,39.1,39.7
Alabama,Colbert,40.2,41.6
Alabama,Conecuh,40.6,49.5
Alabama,Coosa,41.6,48.4
Alabama,Covington,40.9,40.3
Alabama,Crenshaw,40.6,44.8
Alabama,Cullman,37.4,40.5
Alabama,Dale,39.1,44.1
Alabama,Dallas,40.0,56.2
Alabama,DeKalb,38.9,40.9
Alabama,Elmore,36.9,39.3
Alabama,Escambia,41.6,44.1
Alabama,Etowah,38.1,39.6
Alabama,Fayette,42.4,43.9
Alabama,Franklin,38.4,39.1
Alabama,Geneva,41.4,43.2
Alabama,Greene,43.8,58.0
Alabama,Hale,43.5,55.5
Alabama,Henry,40.8,47.4
Alabama,Houston,39.5,41.2
Alabama,Jackson,37.8,39.8
Alabama,Jefferson,33.5,43.8
Alabama,Lamar,40.3,38.3
Alabama,Lauderdale,34.9,38.8
Alabama,Lawrence,40.6,46.1
Alabama,Lee,36.3,39.5
Alabama,Limestone,39.1,40.9
Alabama,Lowndes,41.6,55.3
Alabama,Macon,39.9,53.9
Alabama,Madison,34.0,38.0
Alabama,Marengo,41.9,50.6
Alabama,Marion,38.9,39.1
Alabama,Marshall,37.2,38.7
Alabama,Mobile,38.1,42.1
Alabama,Monroe,39.0,49.7
Alabama,Montgomery,36.6,45.1
Alabama,Morgan,38.3,40.4
Alabama,Perry,42.7,57.4
Alabama,Pickens,41.8,48.3
Alabama,Pike,39.0,46.5
Alabama,Randolph,40.2,44.0
Alabama,Russell,41.3,48.3
Alabama,Shelby,37.2,32.4
Alabama,St. Clair,37.7,42.9
Alabama,Sumter,41.1,54.8
Alabama,Talladega,40.0,48.7
Alabama,Tallapoosa,37.5,45.2
Alabama,Tuscaloosa,37.2,43.0
Alabama,Walker,39.0,42.5
Alabama,Washington,40.6,46.2
Alabama,Wilcox,41.9,57.8
Alabama,Winston,38.5,41.9
Alaska,Aleutians East,29.7,37.8
Alaska,Aleutians West,30.7,36.2
Alaska,Anchorage,31.8,36.7
Alaska,Bethel,36.1,51.2
Alaska,Bristol Bay,36.9,41.9
Alaska,Dillingham,36.0,48.9
Alaska,Fairbanks North Star,35.4,33.3
Alaska,Haines,35.6,38.3
Alaska,Hoonah-Angoon,38.8,41.7
Alaska,Juneau City and,32.8,36.6
Alaska,Kenai Peninsula,35.5,39.3
Alaska,Ketchikan Gateway,37.1,39.0
Alaska,Kodiak Island,32.9,35.8
Alaska,Lake and Peninsula,40.2,52.0
Alaska,Matanuska-Susitna,34.7,37.8
Alaska,Nome,33.3,46.3
Alaska,North Slope,37.4,43.8
Alaska,Northwest Arctic,37.2,51.2
Alaska,Petersburg,37.1,39.0
Alaska,Prince of Wales-Hyder,37.1,39.0
Alaska,Sitka City and,35.2,32.5
Alaska,Skagway,38.8,41.7
Alaska,Southeast Fairbanks,36.8,37.1
Alaska,Valdez-Cordova,35.1,38.4
Alaska,Wade Hampton,38.3,55.5
Alaska,Wrangell City and,37.1,39.0
Alaska,Yakutat City and,36.8,39.9
Alaska,Yukon-Koyukuk,39.0,41.9
Arizona,Apache,36.4,49.4
Arizona,Cochise,31.0,36.1
Arizona,Coconino,26.7,32.9
Arizona,Gila,35.6,38.1
Arizona,Graham,38.6,42.6
Arizona,Greenlee,36.0,39.2
Arizona,La Paz,41.2,41.5
Arizona,Maricopa,31.6,32.6
Arizona,Mohave,35.2,33.6
Arizona,Navajo,35.4,42.6
Arizona,Pima,31.4,33.4
Arizona,Pinal,39.6,40.3
Arizona,Santa Cruz,32.3,37.0
Arizona,Yavapai,29.7,29.2
Arizona,Yuma,39.0,41.4
Arkansas,Arkansas,40.0,44.9
Arkansas,Ashley,38.8,45.5
Arkansas,Baxter,34.7,34.0
Arkansas,Benton,35.8,34.0
Arkansas,Boone,34.5,33.2
Arkansas,Bradley,38.9,46.7
Arkansas,Calhoun,39.3,44.7
Arkansas,Carroll,36.0,33.6
Arkansas,Chicot,41.8,52.4
Arkansas,Clark,38.8,40.0
Arkansas,Clay,42.0,42.4
Arkansas,Cleburne,37.6,36.2
Arkansas,Cleveland,38.4,40.6
Arkansas,Columbia,39.0,43.5
Arkansas,Conway,38.9,39.8
Arkansas,Craighead,37.4,37.6
Arkansas,Crawford,37.4,38.5
Arkansas,Crittenden,38.2,50.2
Arkansas,Cross,40.2,44.6
Arkansas,Dallas,40.6,47.1
Arkansas,Desha,40.2,48.6
Arkansas,Drew,37.8,43.0
Arkansas,Faulkner,37.3,34.2
Arkansas,Franklin,35.7,36.9
Arkansas,Fulton,38.4,36.8
Arkansas,Garland,35.4,35.3
Arkansas,Grant,38.3,40.1
Arkansas,Greene,41.5,38.5
Arkansas,Hempstead,41.8,43.7
Arkansas,Hot Spring,38.5,40.8
Arkansas,Howard,41.5,43.7
Arkansas,Independence,36.9,37.2
Arkansas,Izard,37.8,35.0
Arkansas,Jackson,41.7,45.6
Arkansas,Jefferson,39.0,49.4
Arkansas,Johnson,39.6,39.4
Arkansas,Lafayette,42.6,45.8
Arkansas,Lawrence,43.2,40.4
Arkansas,Lee,42.4,56.1
Arkansas,Lincoln,42.7,47.1
Arkansas,Little River,40.9,41.6
Arkansas,Logan,38.0,38.3
Arkansas,Lonoke,40.0,37.8
Arkansas,Madison,38.1,38.9
Arkansas,Marion,38.5,36.6
Arkansas,Miller,40.3,44.0
Arkansas,Mississippi,41.2,48.3
Arkansas,Monroe,41.7,51.5
Arkansas,Montgomery,38.8,37.8
Arkansas,Nevada,42.9,44.3
Arkansas,Newton,38.1,38.4
Arkansas,Ouachita,39.8,47.5
Arkansas,Perry,39.0,37.1
Arkansas,Phillips,40.3,53.8
Arkansas,Pike,40.6,37.3
Arkansas,Poinsett,42.4,46.1
Arkansas,Polk,38.5,39.4
Arkansas,Pope,37.1,38.3
Arkansas,Prairie,40.7,43.6
Arkansas,Pulaski,34.3,37.9
Arkansas,Randolph,41.9,37.0
Arkansas,Saline,35.0,38.5
Arkansas,Scott,37.4,39.3
Arkansas,Searcy,38.7,42.3
Arkansas,Sebastian,33.2,34.4
Arkansas,Sevier,40.7,46.3
Arkansas,Sharp,40.0,34.9
Arkansas,St. Francis,40.8,52.1
Arkansas,Stone,36.9,38.4
Arkansas,Union,35.6,44.0
Arkansas,Van Buren,36.5,39.3
Arkansas,Washington,34.3,35.0
Arkansas,White,37.9,39.6
Arkansas,Woodruff,42.1,49.1
Arkansas,Yell,40.0,40.4
California,Alameda,24.1,30.6
California,Alpine,32.1,34.0
California,Amador,34.0,35.1
California,Butte,31.6,34.3
California,Calaveras,34.4,34.8
California,Colusa,37.3,39.7
California,Contra Costa,31.8,30.8
California,Del Norte,37.0,40.2
California,El Dorado,27.0,27.5
California,Fresno,38.3,41.9
California,Glenn,35.8,38.8
California,Humboldt,31.8,34.8
California,Imperial,37.0,42.9
California,Inyo,34.5,34.8
California,Kern,37.1,41.0
California,Kings,37.4,41.6
California,Lake,33.3,37.5
California,Lassen,34.7,35.3
California,Los Angeles,27.1,33.7
California,Madera,39.2,42.3
California,Marin,22.9,21.1
California,Mariposa,36.3,35.4
California,Mendocino,31.3,33.4
California,Merced,41.8,45.4
California,Modoc,34.6,36.1
California,Mono,33.9,31.7
California,Monterey,33.9,34.4
California,Napa,31.5,32.9
California,Nevada,28.0,27.3
California,Orange,27.0,27.7
California,Placer,28.0,26.0
California,Plumas,32.2,32.5
California,Riverside,35.2,36.0
California,Sacramento,32.2,36.7
California,San Benito,36.2,38.2
California,San Bernardino,33.6,38.8
California,San Diego,29.6,30.6
California,San Francisco,18.3,20.9
California,San Joaquin,35.5,40.2
California,San Luis Obispo,29.9,29.3
California,San Mateo,22.8,25.5
California,Santa Barbara,30.1,29.8
California,Santa Clara,23.9,28.0
California,Santa Cruz,28.8,29.0
California,Shasta,33.7,34.4
California,Sierra,32.5,32.3
California,Siskiyou,32.6,34.8
California,Solano,32.6,37.0
California,Sonoma,29.3,30.5
California,Stanislaus,36.3,42.3
California,Sutter,32.1,34.5
California,Tehama,34.6,36.6
California,Trinity,32.3,33.6
California,Tulare,38.5,43.7
California,Tuolumne,31.8,32.6
California,Ventura,31.7,29.9
California,Yolo,32.5,34.0
California,Yuba,35.3,40.1
Colorado,Adams,27.6,28.5
Colorado,Alamosa,30.3,33.9
Colorado,Arapahoe,25.7,27.2
Colorado,Archuleta,27.9,26.4
Colorado,Baca,35.9,37.3
Colorado,Bent,38.2,43.8
Colorado,Boulder,27.6,28.5
Colorado,Broomfield,27.6,28.5
Colorado,Chaffee,24.1,24.0
Colorado,Cheyenne,36.7,37.4
Colorado,Clear Creek,26.9,25.8
Colorado,Conejos,30.6,33.6
Colorado,Costilla,33.6,39.1
Colorado,Crowley,37.7,46.9
Colorado,Custer,32.4,31.0
Colorado,Delta,28.1,27.7
Colorado,Denver,23.8,28.2
Colorado,Dolores,30.1,30.2
Colorado,Douglas,24.3,18.6
Colorado,Eagle,22.0,20.9
Colorado,El Paso,25.9,28.5
Colorado,Elbert,28.0,24.0
Colorado,Fremont,31.3,29.8
Colorado,Garfield,26.7,24.3
Colorado,Gilpin,29.5,29.5
Colorado,Grand,25.9,25.0
Colorado,Gunnison,25.6,23.7
Colorado,Hinsdale,29.6,27.4
Colorado,Huerfano,35.1,38.7
Colorado,Jackson,28.5,29.9
Colorado,Jefferson,27.6,28.5
Colorado,Kiowa,35.3,35.2
Colorado,Kit Carson,36.7,38.0
Colorado,La Plata,23.1,22.8
Colorado,Lake,25.4,26.8
Colorado,Larimer,24.9,24.3
Colorado,Las Animas,33.9,36.2
Colorado,Lincoln,35.0,36.7
Colorado,Logan,32.8,36.3
Colorado,Mesa,29.8,27.0
Colorado,Mineral,30.6,29.7
Colorado,Moffat,33.9,33.1
Colorado,Montezuma,28.0,31.2
Colorado,Montrose,28.7,28.2
Colorado,Morgan,35.1,37.6
Colorado,Otero,36.6,40.4
Colorado,Ouray,26.9,25.4
Colorado,Park,26.9,23.9
Colorado,Phillips,35.8,37.2
Colorado,Pitkin,21.3,18.5
Colorado,Prowers,36.2,39.0
Colorado,Pueblo,33.1,35.6
Colorado,Rio Blanco,26.9,24.2
Colorado,Rio Grande,31.3,33.5
Colorado,Routt,23.3,19.0
Colorado,Saguache,33.3,37.6
Colorado,San Juan,31.1,32.3
Colorado,San Miguel,29.6,28.8
Colorado,Sedgwick,35.6,37.3
Colorado,Summit,23.7,22.3
Colorado,Teller,25.1,22.6
Colorado,Washington,34.0,34.7
Colorado,Weld,27.6,28.5
Colorado,Yuma,35.7,35.8
Connecticut,Fairfield,27.0,26.9
Connecticut,Hartford,31.8,34.6
Connecticut,Litchfield,30.1,28.7
Connecticut,Middlesex,32.2,30.8
Connecticut,New Haven,32.5,36.2
Connecticut,New London,31.5,32.8
Connecticut,Tolland,30.8,32.7
Connecticut,Windham,35.5,36.6
Delaware,Kent,40.2,44.2
Delaware,New Castle,35.6,35.5
Delaware,Sussex,38.0,39.7
District of Columbia,District of Columbia,22.4,35.3
Florida,Alachua,28.6,33.7
Florida,Baker,42.7,42.1
Florida,Bay,32.2,35.7
Florida,Bradford,43.7,46.6
Florida,Brevard,35.6,34.3
Florida,Broward,33.4,30.5
Florida,Calhoun,37.4,46.9
Florida,Charlotte,33.0,34.9
Florida,Citrus,38.8,35.3
Florida,Clay,36.7,34.9
Florida,Collier,33.8,27.6
Florida,Columbia,41.2,41.8
Florida,DeSoto,38.2,44.0
Florida,Dixie,42.2,41.0
Florida,Duval,36.1,37.5
Florida,Escambia,33.8,36.3
Florida,Flagler,35.8,33.2
Florida,Franklin,36.9,38.2
Florida,Gadsden,37.3,51.0
Florida,Gilchrist,38.9,40.9
Florida,Glades,37.7,40.0
Florida,Gulf,35.0,38.5
Florida,Hamilton,43.8,44.8
Florida,Hardee,44.9,47.5
Florida,Hendry,39.2,46.3
Florida,Hernando,36.7,34.3
Florida,Highlands,38.1,39.4
Florida,Hillsborough,33.3,35.9
Florida,Holmes,38.4,41.8
Florida,Indian River,33.4,31.2
Florida,Jackson,37.5,44.1
Florida,Jefferson,37.3,45.6
Florida,Lafayette,38.1,39.8
Florida,Lake,36.8,35.0
Florida,Lee,34.9,32.3
Florida,Leon,33.3,37.1
Florida,Levy,40.1,39.9
Florida,Liberty,38.2,43.5
Florida,Madison,39.7,47.3
Florida,Manatee,34.5,32.9
Florida,Marion,37.6,38.8
Florida,Martin,30.4,26.0
Florida,Miami-Dade,33.8,34.0
Florida,Monroe,30.5,24.5
Florida,Nassau,36.7,32.8
Florida,Okaloosa,35.1,31.0
Florida,Okeechobee,40.3,43.2
Florida,Orange,33.0,35.4
Florida,Osceola,36.1,39.6
Florida,Palm Beach,31.3,30.5
Florida,Pasco,35.7,33.8
Florida,Pinellas,32.5,33.0
Florida,Polk,38.6,42.0
Florida,Putnam,42.0,44.0
Florida,Santa Rosa,35.1,30.6
Florida,Sarasota,31.8,25.9
Florida,Seminole,33.9,31.1
Florida,St. Johns,33.3,28.6
Florida,St. Lucie,38.0,36.2
Florida,Sumter,38.6,35.7
Florida,Suwannee,38.5,41.0
Florida,Taylor,40.1,42.3
Florida,Union,45.5,47.7
Florida,Volusia,34.9,34.4
Florida,Wakulla,39.3,40.2
Florida,Walton,34.5,32.6
Florida,Washington,36.5,42.8
Georgia,Appling,40.7,45.9
Georgia,Atkinson,41.4,48.2
Georgia,Bacon,40.0,46.4
Georgia,Baker,39.0,47.9
Georgia,Baldwin,38.0,45.0
Georgia,Banks,38.7,39.4
Georgia,Barrow,36.9,38.8
Georgia,Bartow,37.3,36.3
Georgia,Ben Hill,39.7,47.8
Georgia,Berrien,41.0,43.9
Georgia,Bibb,35.7,43.1
Georgia,Bleckley,42.2,47.0
Georgia,Brantley,41.3,42.1
Georgia,Brooks,39.0,47.0
Georgia,Bryan,33.2,36.8
Georgia,Bulloch,36.7,43.0
Georgia,Burke,41.6,53.2
Georgia,Butts,40.6,44.1
Georgia,Calhoun,42.7,56.5
Georgia,Camden,36.9,37.2
Georgia,Candler,39.7,46.8
Georgia,Carroll,36.2,39.7
Georgia,Catoosa,39.0,38.8
Georgia,Charlton,44.3,49.5
Georgia,Chatham,33.9,40.9
Georgia,Chattahoochee,35.4,40.2
Georgia,Chattooga,42.1,43.8
Georgia,Cherokee,34.7,29.9
Georgia,Clarke,34.8,38.0
Georgia,Clay,40.4,53.1
Georgia,Clayton,37.6,44.9
Georgia,Clinch,44.1,48.8
Georgia,Cobb,33.4,29.4
Georgia,Coffee,39.5,44.5
Georgia,Colquitt,39.3,44.9
Georgia,Columbia,31.1,32.5
Georgia,Cook,39.7,47.5
Georgia,Coweta,34.3,36.6
Georgia,Crawford,39.1,43.0
Georgia,Crisp,38.9,49.2
Georgia,Dade,39.1,36.9
Georgia,Dawson,34.3,31.5
Georgia,Decatur,40.2,47.0
Georgia,DeKalb,28.3,38.1
Georgia,Dodge,42.6,44.3
Georgia,Dooly,40.8,51.5
Georgia,Dougherty,37.6,49.2
Georgia,Douglas,34.6,35.1
Georgia,Early,41.6,49.7
Georgia,Echols,44.2,45.3
Georgia,Effingham,38.6,42.0
Georgia,Elbert,40.3,44.3
Georgia,Emanuel,40.8,48.9
Georgia,Evans,38.7,48.0
Georgia,Fannin,35.9,36.3
Georgia,Fayette,29.6,30.4
Georgia,Floyd,34.2,40.6
Georgia,Forsyth,30.6,25.7
Georgia,Franklin,37.9,41.4
Georgia,Fulton,27.1,31.8
Georgia,Gilmer,36.9,39.2
Georgia,Glascock,40.6,43.7
Georgia,Glynn,37.9,37.4
Georgia,Gordon,37.0,38.9
Georgia,Grady,39.3,47.8
Georgia,Greene,38.1,45.1
Georgia,Gwinnett,31.2,32.1
Georgia,Habersham,35.9,38.5
Georgia,Hall,34.0,35.0
Georgia,Hancock,41.6,55.4
Georgia,Haralson,38.2,41.1
Georgia,Harris,35.8,37.3
Georgia,Hart,37.9,41.5
Georgia,Heard,41.1,44.0
Georgia,Henry,34.7,35.7
Georgia,Houston,35.7,39.1
Georgia,Irwin,39.8,46.1
Georgia,Jackson,38.5,35.2
Georgia,Jasper,37.6,40.6
Georgia,Jeff Davis,39.7,45.2
Georgia,Jefferson,42.9,55.2
Georgia,Jenkins,43.6,54.5
Georgia,Johnson,43.3,51.1
Georgia,Jones,36.4,39.3
Georgia,Lamar,40.9,45.7
Georgia,Lanier,41.6,44.7
Georgia,Laurens,39.0,45.3
Georgia,Lee,36.6,37.9
Georgia,Liberty,34.9,43.8
Georgia,Lincoln,40.0,45.2
Georgia,Long,39.2,46.3
Georgia,Lowndes,38.3,41.0
Georgia,Lumpkin,34.9,36.7
Georgia,Macon,40.8,50.0
Georgia,Madison,40.2,39.8
Georgia,Marion,39.7,46.1
Georgia,McDuffie,42.4,48.8
Georgia,McIntosh,40.9,44.9
Georgia,Meriwether,41.6,48.4
Georgia,Miller,38.5,43.4
Georgia,Mitchell,42.1,50.8
Georgia,Monroe,38.8,42.1
Georgia,Montgomery,39.4,46.1
Georgia,Morgan,38.1,40.0
Georgia,Murray,40.4,42.7
Georgia,Muscogee,37.4,44.9
Georgia,Newton,38.1,38.8
Georgia,Oconee,33.4,30.9
Georgia,Oglethorpe,40.1,40.4
Georgia,Paulding,38.0,33.1
Georgia,Peach,39.8,43.9
Georgia,Pickens,36.2,34.5
Georgia,Pierce,39.5,43.7
Georgia,Pike,38.6,41.1
Georgia,Polk,36.5,40.4
Georgia,Pulaski,41.4,47.2
Georgia,Putnam,37.2,41.7
Georgia,Quitman,45.3,54.4
Georgia,Rabun,35.0,36.9
Georgia,Randolph,43.9,55.0
Georgia,Richmond,36.6,44.1
Georgia,Rockdale,33.5,38.0
Georgia,Schley,41.7,47.1
Georgia,Screven,42.9,50.4
Georgia,Seminole,38.5,44.9
Georgia,Spalding,40.0,46.9
Georgia,Stephens,37.8,43.4
Georgia,Stewart,38.6,55.3
Georgia,Sumter,37.8,48.0
Georgia,Talbot,41.9,51.1
Georgia,Taliaferro,45.2,55.9
Georgia,Tattnall,39.9,49.8
Georgia,Taylor,42.0,48.4
Georgia,Telfair,39.8,47.0
Georgia,Terrell,44.3,57.4
Georgia,Thomas,34.6,44.5
Georgia,Tift,37.1,45.4
Georgia,Toombs,38.4,45.5
Georgia,Towns,35.6,35.4
Georgia,Treutlen,42.7,49.0
Georgia,Troup,38.3,41.4
Georgia,Turner,42.1,52.4
Georgia,Twiggs,43.7,52.3
Georgia,Union,33.4,33.9
Georgia,Upson,41.1,45.9
Georgia,Walker,40.5,41.2
Georgia,Walton,36.8,38.3
Georgia,Ware,38.0,44.6
Georgia,Warren,42.5,53.0
Georgia,Washington,40.8,50.2
Georgia,Wayne,40.6,42.9
Georgia,Webster,39.4,47.5
Georgia,Wheeler,41.7,49.5
Georgia,White,34.5,35.2
Georgia,Whitfield,38.7,39.2
Georgia,Wilcox,41.2,48.8
Georgia,Wilkes,41.2,47.4
Georgia,Wilkinson,39.5,45.9
Georgia,Worth,40.9,45.7
Hawaii,Hawaii,29.1,28.0
Hawaii,Honolulu,28.0,25.5
Hawaii,Kalawao,30.2,28.1
Hawaii,Kauai,26.9,25.6
Hawaii,Maui,30.2,28.1
Idaho,Ada,31.4,30.2
Idaho,Adams,36.5,36.7
Idaho,Bannock,35.4,37.0
Idaho,Bear Lake,33.0,32.3
Idaho,Benewah,35.1,36.2
Idaho,Bingham,38.3,42.6
Idaho,Blaine,28.1,24.3
Idaho,Boise,37.0,38.0
Idaho,Bonner,29.9,31.2
Idaho,Bonneville,36.9,34.3
Idaho,Boundary,33.6,35.4
Idaho,Butte,35.2,34.2
Idaho,Camas,36.4,34.4
Idaho,Canyon,35.5,41.2
Idaho,Caribou,37.5,36.4
Idaho,Cassia,39.2,39.5
Idaho,Clark,38.9,41.0
Idaho,Clearwater,34.6,36.2
Idaho,Custer,34.3,33.2
Idaho,Elmore,34.9,36.1
Idaho,Franklin,34.5,33.9
Idaho,Fremont,31.9,30.3
Idaho,Gem,36.8,40.4
Idaho,Gooding,38.3,40.7
Idaho,Idaho,35.2,35.6
Idaho,Jefferson,38.2,35.4
Idaho,Jerome,38.3,44.0
Idaho,Kootenai,31.6,32.5
Idaho,Latah,30.8,33.7
Idaho,Lemhi,34.0,33.0
Idaho,Lewis,35.5,36.5
Idaho,Lincoln,36.5,38.5
Idaho,Madison,35.8,35.0
Idaho,Minidoka,37.6,42.0
Idaho,Nez Perce,37.7,38.5
Idaho,Oneida,35.2,34.6
Idaho,Owyhee,38.0,43.9
Idaho,Payette,34.2,38.3
Idaho,Power,37.4,37.8
Idaho,Shoshone,36.8,36.9
Idaho,Teton,31.2,29.2
Idaho,Twin Falls,33.0,38.3
Idaho,Valley,32.8,32.6
Idaho,Washington,37.2,39.5
Illinois,Adams,33.7,36.3
Illinois,Alexander,41.7,48.5
Illinois,Bond,35.9,37.4
Illinois,Boone,35.7,36.9
Illinois,Brown,38.4,39.5
Illinois,Bureau,36.1,36.5
Illinois,Calhoun,36.3,36.1
Illinois,Carroll,37.2,36.7
Illinois,Cass,38.7,39.2
Illinois,Champaign,32.2,36.3
Illinois,Christian,39.3,36.4
Illinois,Clark,39.3,38.6
Illinois,Clay,36.9,39.0
Illinois,Clinton,38.2,36.6
Illinois,Coles,36.8,37.9
Illinois,Cook,31.3,37.3
Illinois,Crawford,39.3,37.9
Illinois,Cumberland,36.7,37.0
Illinois,De Witt,39.8,36.7
Illinois,DeKalb,35.3,36.0
Illinois,Douglas,38.4,39.8
Illinois,DuPage,32.9,28.4
Illinois,Edgar,38.1,39.8
Illinois,Edwards,37.8,37.2
Illinois,Effingham,32.9,35.0
Illinois,Fayette,37.5,40.8
Illinois,Ford,39.0,38.2
Illinois,Franklin,38.2,39.1
Illinois,Fulton,38.3,40.1
Illinois,Gallatin,41.4,41.3
Illinois,Greene,37.1,38.9
Illinois,Grundy,39.3,35.0
Illinois,Hamilton,39.0,40.3
Illinois,Hancock,36.3,32.8
Illinois,Hardin,40.4,40.4
Illinois,Henderson,38.4,37.3
Illinois,Henry,37.9,34.6
Illinois,Iroquois,38.1,38.4
Illinois,Jackson,35.5,40.2
Illinois,Jasper,37.0,36.7
Illinois,Jefferson,36.8,39.4
Illinois,Jersey,36.2,36.1
Illinois,Jo Daviess,35.6,33.8
Illinois,Johnson,39.0,39.9
Illinois,Kane,37.1,36.3
Illinois,Kankakee,40.9,42.6
Illinois,Kendall,36.4,32.2
