state,county,male obesity prevalence (%),female obesity prevalence (%)
Michigan,Osceola,40.1,39.4
Michigan,Oscoda,39.7,41.8
Michigan,Otsego,34.6,35.5
Michigan,Ottawa,33.6,34.0
Michigan,Presque Isle,39.7,39.2
Michigan,Roscommon,38.0,41.0
Michigan,Saginaw,42.2,47.5
Michigan,Sanilac,40.2,39.3
Michigan,Schoolcraft,37.3,38.3
Michigan,Shiawassee,38.8,43.3
Michigan,St. Clair,37.9,38.7
Michigan,St. Joseph,35.8,43.2
Michigan,Tuscola,42.4,39.3
Michigan,Van Buren,36.3,40.2
Michigan,Washtenaw,27.0,29.6
Michigan,Wayne,38.1,44.5
Michigan,Wexford,35.1,39.5
Minnesota,Aitkin,36.6,35.5
Minnesota,Anoka,37.5,35.8
Minnesota,Becker,35.5,35.6
Minnesota,Beltrami,35.1,37.3
Minnesota,Benton,34.5,37.5
Minnesota,Big Stone,35.6,35.5
Minnesota,Blue Earth,33.2,34.7
Minnesota,Brown,38.1,34.5
Minnesota,Carlton,36.5,35.3
Minnesota,Carver,35.9,31.2
Minnesota,Cass,37.5,35.1
Minnesota,Chippewa,37.2,37.0
Minnesota,Chisago,36.6,33.0
Minnesota,Clay,39.2,36.5
Minnesota,Clearwater,37.3,38.4
Minnesota,Cook,34.1,34.0
Minnesota,Cottonwood,36.8,34.6
Minnesota,Crow Wing,34.4,33.2
Minnesota,Dakota,34.7,31.5
Minnesota,Dodge,40.1,39.6
Minnesota,Douglas,35.2,31.4
Minnesota,Faribault,36.7,36.2
Minnesota,Fillmore,38.4,35.3
Minnesota,Freeborn,39.7,35.7
Minnesota,Goodhue,38.6,35.3
Minnesota,Grant,36.8,34.7
Minnesota,Hennepin,28.4,30.4
Minnesota,Houston,35.6,32.7
Minnesota,Hubbard,35.3,36.0
Minnesota,Isanti,36.1,34.8
Minnesota,Itasca,35.1,33.2
Minnesota,Jackson,36.0,34.9
Minnesota,Kanabec,36.5,37.2
Minnesota,Kandiyohi,35.6,35.8
Minnesota,Kittson,36.4,34.4
Minnesota,Koochiching,36.5,35.5
Minnesota,Lac qui Parle,34.4,33.4
Minnesota,Lake,35.2,34.3
Minnesota,Lake of the Woods,37.4,35.5
Minnesota,Le Sueur,36.8,37.7
Minnesota,Lincoln,35.4,34.4
Minnesota,Lyon,35.7,34.3
Minnesota,Mahnomen,39.1,44.1
Minnesota,Marshall,39.1,36.8
Minnesota,Martin,34.8,35.8
Minnesota,McLeod,39.1,35.7
Minnesota,Meeker,39.6,36.2
Minnesota,Mille Lacs,34.5,37.9
Minnesota,Morrison,36.0,36.9
Minnesota,Mower,38.8,38.6
Minnesota,Murray,35.7,33.5
Minnesota,Nicollet,34.9,36.4
Minnesota,Nobles,35.8,35.1
Minnesota,Norman,37.4,35.4
Minnesota,Olmsted,27.0,31.0
Minnesota,Otter Tail,36.9,34.1
Minnesota,Pennington,37.3,34.9
Minnesota,Pine,37.7,37.8
Minnesota,Pipestone,37.4,36.5
Minnesota,Polk,38.1,35.3
Minnesota,Pope,35.8,33.6
Minnesota,Ramsey,28.7,33.3
Minnesota,Red Lake,38.3,34.4
Minnesota,Redwood,37.4,35.7
Minnesota,Renville,37.7,38.2
Minnesota,Rice,36.7,34.8
Minnesota,Rock,36.7,34.6
Minnesota,Roseau,37.5,35.9
Minnesota,Scott,35.0,31.6
Minnesota,Sherburne,36.0,36.4
Minnesota,Sibley,38.0,39.3
Minnesota,St. Louis,33.3,35.0
Minnesota,Stearns,35.8,33.0
Minnesota,Steele,36.4,35.2
Minnesota,Stevens,35.1,34.1
Minnesota,Swift,37.0,36.3
Minnesota,Todd,37.8,37.1
Minnesota,Traverse,37.5,37.0
Minnesota,Wabasha,39.7,36.2
Minnesota,Wadena,37.2,37.0
Minnesota,Waseca,38.7,36.2
Minnesota,Washington,32.7,30.1
Minnesota,Watonwan,38.3,38.1
Minnesota,Wilkin,39.2,36.0
Minnesota,Winona,39.3,37.7
Minnesota,Wright,36.4,34.4
Minnesota,Yellow Medicine,35.2,34.6
Mississippi,Adams,39.7,48.6
Mississippi,Alcorn,35.9,38.8
Mississippi,Amite,42.5,48.6
Mississippi,Attala,40.7,50.1
Mississippi,Benton,42.1,50.2
Mississippi,Bolivar,40.0,50.0
Mississippi,Calhoun,42.4,44.1
Mississippi,Carroll,37.7,43.4
Mississippi,Chickasaw,42.6,43.3
Mississippi,Choctaw,37.6,44.1
Mississippi,Claiborne,37.5,55.6
Mississippi,Clarke,39.4,45.0
Mississippi,Clay,38.7,46.1
Mississippi,Coahoma,41.6,55.7
Mississippi,Copiah,39.2,49.1
Mississippi,Covington,41.4,47.6
Mississippi,DeSoto,38.0,39.4
Mississippi,Forrest,38.4,42.1
Mississippi,Franklin,42.8,48.2
Mississippi,George,42.2,41.4
Mississippi,Greene,44.7,47.9
Mississippi,Grenada,39.0,46.2
Mississippi,Hancock,41.7,38.9
Mississippi,Harrison,39.7,41.2
Mississippi,Hinds,35.2,47.7
Mississippi,Holmes,41.4,57.6
Mississippi,Humphreys,44.2,59.1
Mississippi,Issaquena,46.7,59.3
Mississippi,Itawamba,39.0,39.2
Mississippi,Jackson,38.5,42.1
Mississippi,Jasper,42.5,50.8
Mississippi,Jefferson,41.5,57.7
Mississippi,Jefferson Davis,39.8,50.8
Mississippi,Jones,42.3,44.9
Mississippi,Kemper,40.6,51.4
Mississippi,Lafayette,37.3,39.1
Mississippi,Lamar,37.1,39.9
Mississippi,Lauderdale,37.1,45.3
Mississippi,Lawrence,37.7,44.5
Mississippi,Leake,39.1,46.9
Mississippi,Lee,37.6,36.3
Mississippi,Leflore,42.3,54.2
Mississippi,Lincoln,40.0,47.9
Mississippi,Lowndes,38.6,43.8
Mississippi,Madison,33.3,37.1
Mississippi,Marion,39.7,48.6
Mississippi,Marshall,42.0,53.1
Mississippi,Monroe,39.5,41.7
Mississippi,Montgomery,39.7,48.3
Mississippi,Neshoba,39.5,44.6
Mississippi,Newton,36.6,46.2
Mississippi,Noxubee,42.9,56.3
Mississippi,Oktibbeha,34.2,41.6
Mississippi,Panola,39.6,46.8
Mississippi,Pearl River,40.8,39.8
Mississippi,Perry,43.1,43.4
Mississippi,Pike,39.9,49.7
Mississippi,Pontotoc,40.1,41.3
Mississippi,Prentiss,37.5,43.3
Mississippi,Quitman,43.5,58.1
Mississippi,Rankin,38.4,36.4
Mississippi,Scott,44.7,48.3
Mississippi,Sharkey,42.2,55.1
Mississippi,Simpson,39.8,44.9
Mississippi,Smith,40.9,46.4
Mississippi,Stone,42.2,41.3
Mississippi,Sunflower,44.0,56.4
Mississippi,Tallahatchie,42.6,55.2
Mississippi,Tate,39.3,42.8
Mississippi,Tippah,40.9,42.8
Mississippi,Tishomingo,36.7,35.2
Mississippi,Tunica,42.3,56.6
Mississippi,Union,40.1,41.9
Mississippi,Walthall,41.4,51.7
Mississippi,Warren,38.2,47.7
Mississippi,Washington,41.1,52.2
Mississippi,Wayne,43.1,47.6
Mississippi,Webster,38.6,40.6
Mississippi,Wilkinson,43.6,52.2
Mississippi,Winston,37.6,45.0
Mississippi,Yalobusha,41.3,44.2
Mississippi,Yazoo,40.9,53.4
Missouri,Adair,34.5,38.8
Missouri,Andrew,36.7,39.6
Missouri,Atchison,37.9,37.6
Missouri,Audrain,37.8,42.7
Missouri,Barry,36.6,35.6
Missouri,Barton,37.9,39.7
Missouri,Bates,39.7,41.4
Missouri,Benton,38.8,39.6
Missouri,Bollinger,40.3,40.0
Missouri,Boone,31.7,32.1
Missouri,Buchanan,41.0,43.4
Missouri,Butler,38.6,43.4
Missouri,Caldwell,38.5,38.5
Missouri,Callaway,36.8,40.2
Missouri,Camden,35.7,33.9
Missouri,Cape Girardeau,36.2,34.7
Missouri,Carroll,38.2,39.2
Missouri,Carter,39.8,43.2
Missouri,Cass,38.1,41.5
Missouri,Cedar,36.6,40.8
Missouri,Chariton,38.4,39.9
Missouri,Christian,35.2,32.0
Missouri,Clark,37.3,36.4
Missouri,Clay,36.2,38.7
Missouri,Clinton,39.2,41.0
Missouri,Cole,36.0,33.8
Missouri,Cooper,37.6,38.6
Missouri,Crawford,41.4,41.9
Missouri,Dade,37.8,39.4
Missouri,Dallas,40.3,41.3
Missouri,Daviess,38.1,37.2
Missouri,DeKalb,39.2,40.9
Missouri,Dent,40.0,40.4
Missouri,Douglas,39.0,41.0
Missouri,Dunklin,44.5,47.6
Missouri,Franklin,40.0,37.3
Missouri,Gasconade,38.8,37.9
Missouri,Gentry,37.0,38.1
Missouri,Greene,35.0,35.3
Missouri,Grundy,37.8,37.6
Missouri,Harrison,38.8,37.7
Missouri,Henry,38.6,39.9
Missouri,Hickory,38.5,40.2
Missouri,Holt,36.2,37.2
Missouri,Howard,39.5,38.7
Missouri,Howell,36.9,38.2
Missouri,Iron,40.8,43.2
Missouri,Jackson,35.9,42.9
Missouri,Jasper,37.7,39.9
Missouri,Jefferson,41.2,36.5
Missouri,Johnson,37.7,41.0
Missouri,Knox,35.6,38.4
Missouri,Laclede,38.9,39.4
Missouri,Lafayette,37.0,38.9
Missouri,Lawrence,37.8,37.2
Missouri,Lewis,36.9,38.2
Missouri,Lincoln,40.6,40.3
Missouri,Linn,35.6,37.9
Missouri,Livingston,37.0,36.9
Missouri,Macon,36.0,39.9
Missouri,Madison,40.6,42.4
Missouri,Maries,39.9,41.1
Missouri,Marion,36.3,38.2
Missouri,McDonald,37.5,42.1
Missouri,Mercer,37.2,36.4
Missouri,Miller,39.1,38.6
Missouri,Mississippi,43.7,48.7
Missouri,Moniteau,39.8,38.0
Missouri,Monroe,37.2,39.0
Missouri,Montgomery,39.7,41.7
Missouri,Morgan,37.4,39.5
Missouri,New Madrid,43.2,44.5
Missouri,Newton,35.1,40.3
Missouri,Nodaway,35.7,39.0
Missouri,Oregon,40.6,41.2
Missouri,Osage,36.0,36.6
Missouri,Ozark,39.1,39.4
Missouri,Pemiscot,44.2,50.2
Missouri,Perry,38.8,39.2
Missouri,Pettis,37.1,41.3
Missouri,Phelps,35.9,37.5
Missouri,Pike,40.2,42.9
Missouri,Platte,34.9,36.3
Missouri,Polk,38.9,42.3
Missouri,Pulaski,36.8,37.8
Missouri,Putnam,36.6,37.9
Missouri,Ralls,37.0,37.7
Missouri,Randolph,40.0,40.6
Missouri,Ray,38.5,41.2
Missouri,Reynolds,41.3,42.8
Missouri,Ripley,41.4,44.4
Missouri,Saline,38.6,41.7
Missouri,Schuyler,36.3,37.9
Missouri,Scotland,38.3,39.9
Missouri,Scott,41.3,41.0
Missouri,Shannon,39.5,42.5
Missouri,Shelby,35.7,37.4
Missouri,St. Charles,36.9,35.3
Missouri,St. Clair,37.6,40.0
Missouri,St. Francois,39.9,41.5
Missouri,St. Genevieve,39.9,38.3
Missouri,St. Louis,32.9,36.8
Missouri,St. Louis City,36.3,45.0
Missouri,Stoddard,41.1,40.8
Missouri,Stone,38.1,35.2
Missouri,Sullivan,36.8,38.7
Missouri,Taney,36.4,35.2
Missouri,Texas,38.2,41.5
Missouri,Vernon,36.9,40.2
Missouri,Warren,40.8,38.4
Missouri,Washington,43.9,46.8
Missouri,Wayne,41.0,43.4
Missouri,Webster,38.3,38.5
Missouri,Worth,37.9,37.4
Missouri,Wright,40.1,44.0
Montana,Beaverhead,30.9,30.8
Montana,Big Horn,37.8,48.7
Montana,Blaine,38.5,45.2
Montana,Broadwater,30.7,29.6
Montana,Carbon,34.1,32.1
Montana,Carter,36.1,36.5
Montana,Cascade,34.8,34.5
Montana,Chouteau,37.5,39.2
Montana,Custer,36.6,33.9
Montana,Daniels,31.3,30.3
Montana,Dawson,33.9,37.4
Montana,Deer Lodge,33.0,33.4
Montana,Fallon,35.5,35.6
Montana,Fergus,33.9,32.7
Montana,Flathead,28.6,29.0
Montana,Gallatin County and Yellowstone National Park,26.1,21.9
Montana,Garfield,37.5,36.8
Montana,Glacier,37.2,46.8
Montana,Golden Valley,36.1,37.3
Montana,Granite,32.2,30.9
Montana,Hill,39.6,40.4
Montana,Jefferson,29.6,27.7
Montana,Judith Basin,35.1,34.5
Montana,Lake,32.7,34.3
Montana,Lewis and Clark,29.7,30.2
Montana,Liberty,40.0,41.1
Montana,Lincoln,31.9,33.6
Montana,Madison,29.3,27.8
Montana,McCone,34.4,34.8
Montana,Meagher,34.3,34.4
Montana,Mineral,33.3,35.9
Montana,Missoula,26.0,28.9
Montana,Musselshell,35.5,35.0
Montana,Park,29.9,26.5
Montana,Petroleum,35.9,35.3
Montana,Phillips,34.3,35.6
Montana,Pondera,37.4,39.1
Montana,Powder River,37.9,36.3
Montana,Powell,31.8,32.5
Montana,Prairie,36.7,37.3
Montana,Ravalli,29.1,26.3
Montana,Richland,35.7,37.2
Montana,Roosevelt,37.0,44.9
Montana,Rosebud,39.5,42.3
Montana,Sanders,30.9,34.2
Montana,Sheridan,35.7,34.6
Montana,Silver Bow,30.5,32.2
Montana,Stillwater,33.3,31.5
Montana,Sweet Grass,33.5,31.0
Montana,Teton,34.9,35.0
Montana,Toole,36.5,36.7
Montana,Treasure,30.5,30.7
Montana,Valley,34.4,34.1
Montana,Wheatland,36.6,36.0
Montana,Wibaux,37.1,39.2
Montana,Yellowstone,33.5,34.7
Nebraska,Adams,37.0,35.2
Nebraska,Antelope,35.4,35.5
Nebraska,Arthur,35.3,34.0
Nebraska,Banner,37.4,36.3
Nebraska,Blaine,34.9,34.5
Nebraska,Boone,34.2,34.6
Nebraska,Box Butte,38.0,37.1
Nebraska,Boyd,34.4,33.9
Nebraska,Brown,35.4,34.7
Nebraska,Buffalo,36.4,35.5
Nebraska,Burt,35.5,34.2
Nebraska,Butler,38.3,37.0
Nebraska,Cass,38.0,35.5
Nebraska,Cedar,36.6,33.8
Nebraska,Chase,35.3,34.3
Nebraska,Cherry,34.5,34.5
Nebraska,Cheyenne,34.2,33.5
Nebraska,Clay,37.2,35.8
Nebraska,Colfax,39.5,41.5
Nebraska,Cuming,36.7,35.5
Nebraska,Custer,36.8,35.9
Nebraska,Dakota,42.3,41.9
Nebraska,Dawes,35.6,36.3
Nebraska,Dawson,41.2,40.5
Nebraska,Deuel,32.7,32.0
Nebraska,Dixon,38.0,36.6
Nebraska,Dodge,37.5,37.0
Nebraska,Douglas,35.0,37.1
Nebraska,Dundy,31.2,30.1
Nebraska,Fillmore,36.4,35.5
Nebraska,Franklin,34.9,34.1
Nebraska,Frontier,37.1,35.9
Nebraska,Furnas,36.8,36.3
Nebraska,Gage,39.5,39.9
Nebraska,Garden,34.5,34.2
Nebraska,Garfield,34.4,33.6
Nebraska,Gosper,36.1,34.2
Nebraska,Grant,35.8,34.6
Nebraska,Greeley,36.1,35.7
Nebraska,Hall,38.0,40.9
Nebraska,Hamilton,37.1,34.9
Nebraska,Harlan,35.6,34.4
Nebraska,Hayes,37.8,37.8
Nebraska,Hitchcock,36.7,36.4
Nebraska,Holt,34.7,34.0
Nebraska,Hooker,34.3,33.3
Nebraska,Howard,37.3,36.5
Nebraska,Jefferson,38.0,38.0
Nebraska,Johnson,38.8,39.7
Nebraska,Kearney,36.8,34.4
Nebraska,Keith,36.6,36.2
Nebraska,Keya Paha,36.1,36.8
Nebraska,Kimball,32.1,33.5
Nebraska,Knox,36.1,36.1
Nebraska,Lancaster,33.3,35.0
Nebraska,Lincoln,39.2,40.1
Nebraska,Logan,36.3,35.5
Nebraska,Loup,36.0,36.0
Nebraska,Madison,34.7,37.8
Nebraska,McPherson,37.5,37.0
Nebraska,Merrick,36.9,36.8
Nebraska,Morrill,37.8,37.6
Nebraska,Nance,36.3,36.6
Nebraska,Nemaha,36.6,35.8
Nebraska,Nuckolls,33.9,32.9
Nebraska,Otoe,39.6,40.5
Nebraska,Pawnee,35.3,34.3
Nebraska,Perkins,35.2,34.6
Nebraska,Phelps,35.9,33.9
Nebraska,Pierce,32.9,32.3
Nebraska,Platte,35.4,37.5
Nebraska,Polk,36.1,34.7
Nebraska,Red Willow,34.9,33.2
Nebraska,Richardson,35.8,35.2
Nebraska,Rock,33.6,33.4
Nebraska,Saline,38.0,41.3
Nebraska,Sarpy,37.9,34.2
Nebraska,Saunders,38.9,36.3
Nebraska,Scotts Bluff,40.9,38.8
Nebraska,Seward,37.5,33.9
Nebraska,Sheridan,34.0,34.8
Nebraska,Sherman,37.1,36.3
Nebraska,Sioux,34.8,33.7
Nebraska,Stanton,35.9,35.8
Nebraska,Thayer,36.1,36.4
Nebraska,Thomas,35.5,35.2
Nebraska,Thurston,38.4,46.7
Nebraska,Valley,33.6,32.7
Nebraska,Washington,38.1,35.3
Nebraska,Wayne,35.4,35.0
Nebraska,Webster,36.8,35.6
Nebraska,Wheeler,35.0,34.1
Nebraska,York,39.7,38.8
Nevada,Carson City,32.4,29.0
Nevada,Churchill,35.5,37.6
Nevada,Clark,33.2,32.4
Nevada,Douglas,30.8,27.3
Nevada,Elko,37.2,40.0
Nevada,Esmeralda,37.7,38.7
Nevada,Eureka,34.7,34.8
Nevada,Humboldt,37.5,37.3
Nevada,Lander,40.4,41.5
Nevada,Lincoln,35.4,34.3
Nevada,Lyon,37.7,38.7
Nevada,Mineral,37.7,40.1
Nevada,Nye,39.3,39.1
Nevada,Pershing,36.2,38.4
Nevada,Storey,34.1,30.8
Nevada,Washoe,30.0,28.4
Nevada,White Pine,35.6,36.7
New Hampshire,Belknap,32.6,36.4
New Hampshire,Carroll,29.3,30.9
New Hampshire,Cheshire,31.5,34.7
New Hampshire,Coos,35.7,38.6
New Hampshire,Grafton,29.4,31.5
New Hampshire,Hillsborough,34.6,32.9
New Hampshire,Merrimack,33.0,32.9
New Hampshire,Rockingham,34.4,29.0
New Hampshire,Strafford,34.1,37.1
New Hampshire,Sullivan,34.9,34.1
New Jersey,Atlantic,35.7,35.2
New Jersey,Bergen,27.9,26.1
New Jersey,Burlington,36.8,32.4
New Jersey,Camden,35.0,36.6
New Jersey,Cape May,36.3,34.8
New Jersey,Cumberland,41.2,41.7
New Jersey,Essex,31.3,38.4
New Jersey,Gloucester,36.8,35.7
New Jersey,Hudson,30.8,35.9
New Jersey,Hunterdon,27.7,25.1
New Jersey,Mercer,32.1,33.2
New Jersey,Middlesex,30.7,29.5
New Jersey,Monmouth,33.2,28.2
New Jersey,Morris,29.4,25.7
New Jersey,Ocean,38.3,32.8
New Jersey,Passaic,33.8,34.7
New Jersey,Salem,42.2,40.2
New Jersey,Somerset,29.1,26.4
New Jersey,Sussex,35.2,30.4
New Jersey,Union,30.5,34.4
New Jersey,Warren,36.3,33.2
New Mexico,Bernalillo,27.6,30.5
New Mexico,Catron,34.9,37.2
New Mexico,Chaves,36.8,42.3
New Mexico,Cibola,35.4,44.0
New Mexico,Colfax,32.4,32.8
New Mexico,Curry,36.7,39.8
New Mexico,De Baca,36.7,40.5
New Mexico,Dona Ana,36.2,39.7
New Mexico,Eddy,37.5,40.9
New Mexico,Grant,31.5,35.5
New Mexico,Guadalupe,33.3,36.9
New Mexico,Harding,33.5,35.2
New Mexico,Hidalgo,33.0,40.1
New Mexico,Lea,41.5,42.3
New Mexico,Lincoln,31.8,32.6
New Mexico,Los Alamos,22.5,22.7
New Mexico,Luna,36.8,42.7
New Mexico,McKinley,37.6,48.2
New Mexico,Mora,27.3,31.5
New Mexico,Otero,33.4,39.8
New Mexico,Quay,37.0,40.3
New Mexico,Rio Arriba,30.5,36.6
New Mexico,Roosevelt,37.9,41.6
New Mexico,San Juan,36.0,39.0
New Mexico,San Miguel,29.3,34.6
New Mexico,Sandoval,30.0,33.1
New Mexico,Santa Fe,21.0,23.6
New Mexico,Sierra,35.0,35.4
New Mexico,Socorro,33.0,40.0
New Mexico,Taos,27.1,31.5
New Mexico,Torrance,31.6,35.1
New Mexico,Union,34.0,36.7
New Mexico,Valencia,33.6,40.4
New York,Albany,31.0,35.1
New York,Allegany,39.4,36.4
New York,Bronx,32.9,41.8
New York,Broome,35.2,35.4
New York,Cattaraugus,39.7,37.3
New York,Cayuga,38.4,36.2
New York,Chautauqua,37.6,38.4
New York,Chemung,36.1,39.7
New York,Chenango,37.9,37.5
New York,Clinton,35.7,34.7
New York,Columbia,34.3,35.2
New York,Cortland,36.4,35.7
New York,Delaware,35.4,36.9
New York,Dutchess,34.1,31.8
New York,Erie,35.6,36.9
New York,Essex,33.5,34.1
New York,Franklin,37.4,40.7
New York,Fulton,37.7,37.1
New York,Genesee,38.1,38.1
New York,Greene,35.2,38.4
New York,Hamilton,36.2,35.4
New York,Herkimer,38.6,37.4
New York,Jefferson,38.4,40.5
New York,Kings,28.7,37.0
New York,Lewis,39.0,37.9
New York,Livingston,38.4,39.3
New York,Madison,37.1,36.5
New York,Monroe,35.1,39.8
New York,Montgomery,37.9,39.8
New York,Nassau,30.3,28.7
New York,New York,19.1,25.4
New York,Niagara,39.7,38.0
New York,Oneida,36.5,35.1
New York,Onondaga,37.2,35.2
New York,Ontario,34.6,37.4
New York,Orange,35.9,36.3
New York,Orleans,40.0,42.6
New York,Oswego,40.2,40.1
New York,Otsego,34.6,34.8
New York,Putnam,34.5,30.5
New York,Queens,26.6,33.3
New York,Rensselaer,33.5,35.4
New York,Richmond,28.7,31.0
New York,Rockland,34.4,29.7
New York,Saratoga,33.4,31.8
New York,Schenectady,33.9,36.3
New York,Schoharie,36.0,37.6
New York,Schuyler,35.4,36.5
New York,Seneca,37.9,39.8
New York,St. Lawrence,38.4,40.8
New York,Steuben,36.4,39.0
New York,Suffolk,35.2,30.5
New York,Sullivan,36.1,38.2
New York,Tioga,36.9,38.6
New York,Tompkins,30.3,31.4
New York,Ulster,35.4,35.1
New York,Warren,33.0,33.5
New York,Washington,35.0,37.2
New York,Wayne,37.9,40.1
New York,Westchester,27.6,24.9
New York,Wyoming,40.3,36.2
New York,Yates,35.9,38.5
North Carolina,Alamance,37.9,40.5
North Carolina,Alexander,38.3,37.8
North Carolina,Alleghany,35.6,38.6
North Carolina,Anson,37.7,47.4
North Carolina,Ashe,32.7,34.2
North Carolina,Avery,34.8,36.0
North Carolina,Beaufort,39.6,49.0
North Carolina,Bertie,41.4,54.2
North Carolina,Bladen,42.6,51.0
North Carolina,Brunswick,37.8,38.7
North Carolina,Buncombe,29.4,30.3
North Carolina,Burke,36.1,36.6
North Carolina,Cabarrus,35.6,37.8
North Carolina,Caldwell,37.8,37.6
North Carolina,Camden,37.4,38.0
North Carolina,Carteret,34.2,36.6
North Carolina,Caswell,41.8,46.3
North Carolina,Catawba,33.0,36.6
North Carolina,Chatham,34.5,33.9
North Carolina,Cherokee,32.2,35.7
