state,county,male obesity prevalence (%),female obesity prevalence (%)
North Carolina,Chowan,38.6,47.8
North Carolina,Clay,33.9,35.3
North Carolina,Cleveland,34.7,40.7
North Carolina,Columbus,39.5,45.9
North Carolina,Craven,36.9,41.9
North Carolina,Cumberland,38.4,44.1
North Carolina,Currituck,37.3,39.1
North Carolina,Dare,34.3,34.3
North Carolina,Davidson,36.1,38.4
North Carolina,Davie,36.0,35.9
North Carolina,Duplin,40.7,50.7
North Carolina,Durham,31.7,39.0
North Carolina,Edgecombe,43.1,53.5
North Carolina,Forsyth,30.8,34.2
North Carolina,Franklin,40.2,45.6
North Carolina,Gaston,34.0,37.7
North Carolina,Gates,40.1,45.2
North Carolina,Graham,35.2,41.2
North Carolina,Granville,39.3,44.5
North Carolina,Greene,39.5,49.7
North Carolina,Guilford,32.9,36.9
North Carolina,Halifax,44.3,53.4
North Carolina,Harnett,37.9,42.3
North Carolina,Haywood,32.6,34.3
North Carolina,Henderson,29.2,32.4
North Carolina,Hertford,39.0,52.5
North Carolina,Hoke,38.0,45.3
North Carolina,Hyde,41.3,48.5
North Carolina,Iredell,36.8,35.0
North Carolina,Jackson,33.7,37.3
North Carolina,Johnston,39.8,43.5
North Carolina,Jones,38.5,47.1
North Carolina,Lee,37.0,38.8
North Carolina,Lenoir,39.7,50.1
North Carolina,Lincoln,33.3,35.1
North Carolina,Macon,32.0,34.6
North Carolina,Madison,34.5,38.6
North Carolina,Martin,42.0,51.7
North Carolina,McDowell,36.3,40.9
North Carolina,Mecklenburg,32.3,33.6
North Carolina,Mitchell,34.4,37.6
North Carolina,Montgomery,37.3,45.2
North Carolina,Moore,33.8,33.8
North Carolina,Nash,37.5,45.5
North Carolina,New Hanover,33.2,32.8
North Carolina,Northampton,41.9,53.5
North Carolina,Onslow,34.1,39.9
North Carolina,Orange,22.5,25.8
North Carolina,Pamlico,37.1,43.2
North Carolina,Pasquotank,40.0,44.8
North Carolina,Pender,38.8,41.9
North Carolina,Perquimans,37.7,41.1
North Carolina,Person,41.9,45.0
North Carolina,Pitt,37.5,44.6
North Carolina,Polk,28.9,31.1
North Carolina,Randolph,35.3,38.0
North Carolina,Richmond,37.2,43.8
North Carolina,Robeson,41.3,54.0
North Carolina,Rockingham,39.4,43.7
North Carolina,Rowan,38.2,40.3
North Carolina,Rutherford,34.4,39.5
North Carolina,Sampson,41.2,51.5
North Carolina,Scotland,39.8,47.7
North Carolina,Stanly,35.2,38.4
North Carolina,Stokes,35.8,39.6
North Carolina,Surry,37.4,40.9
North Carolina,Swain,36.2,41.1
North Carolina,Transylvania,31.0,31.3
North Carolina,Tyrrell,41.8,49.3
North Carolina,Union,36.4,34.0
North Carolina,Vance,43.0,51.1
North Carolina,Wake,31.0,33.4
North Carolina,Warren,42.4,52.5
North Carolina,Washington,40.9,51.7
North Carolina,Watauga,28.0,33.4
North Carolina,Wayne,37.7,45.6
North Carolina,Wilkes,35.4,40.5
North Carolina,Wilson,39.4,48.5
North Carolina,Yadkin,37.6,40.4
North Carolina,Yancey,33.5,35.3
North Dakota,Adams,32.2,31.9
North Dakota,Barnes,36.9,35.3
North Dakota,Benson,39.5,47.8
North Dakota,Billings,35.7,35.5
North Dakota,Bottineau,36.6,36.0
North Dakota,Bowman,34.6,34.2
North Dakota,Burke,38.9,35.7
North Dakota,Burleigh,34.2,32.2
North Dakota,Cass,35.2,34.1
North Dakota,Cavalier,36.1,35.1
North Dakota,Dickey,36.1,35.3
North Dakota,Divide,38.2,35.9
North Dakota,Dunn,36.3,37.5
North Dakota,Eddy,35.6,35.2
North Dakota,Emmons,38.5,38.1
North Dakota,Foster,34.8,33.4
North Dakota,Golden Valley,35.9,35.6
North Dakota,Grand Forks,37.8,36.2
North Dakota,Grant,36.2,37.5
North Dakota,Griggs,36.1,34.9
North Dakota,Hettinger,35.0,35.4
North Dakota,Kidder,38.1,37.8
North Dakota,LaMoure,36.4,35.3
North Dakota,Logan,40.7,40.6
North Dakota,McHenry,37.9,37.0
North Dakota,McIntosh,40.0,40.3
North Dakota,McKenzie,37.4,39.2
North Dakota,McLean,37.4,36.7
North Dakota,Mercer,37.3,36.7
North Dakota,Morton,38.2,37.2
North Dakota,Mountrail,38.2,40.5
North Dakota,Nelson,37.7,36.5
North Dakota,Oliver,36.3,35.2
North Dakota,Pembina,35.9,35.1
North Dakota,Pierce,37.9,37.5
North Dakota,Ramsey,35.4,35.3
North Dakota,Ransom,36.1,33.9
North Dakota,Renville,36.4,34.4
North Dakota,Richland,38.4,35.4
North Dakota,Rolette,37.6,51.0
North Dakota,Sargent,38.0,36.3
North Dakota,Sheridan,36.5,36.5
North Dakota,Sioux,40.6,55.1
North Dakota,Slope,36.9,36.8
North Dakota,Stark,36.5,37.2
North Dakota,Steele,39.1,36.8
North Dakota,Stutsman,37.2,35.8
North Dakota,Towner,36.9,36.3
North Dakota,Traill,39.1,36.1
North Dakota,Walsh,37.7,37.0
North Dakota,Ward,36.6,34.3
North Dakota,Wells,36.5,35.7
North Dakota,Williams,38.7,35.1
Ohio,Adams,40.9,42.7
Ohio,Allen,43.4,44.9
Ohio,Ashland,39.0,37.5
Ohio,Ashtabula,35.8,40.7
Ohio,Athens,37.7,40.9
Ohio,Auglaize,39.0,38.9
Ohio,Belmont,37.6,40.8
Ohio,Brown,40.6,40.2
Ohio,Butler,37.4,35.9
Ohio,Carroll,40.3,40.6
Ohio,Champaign,39.1,39.2
Ohio,Clark,36.3,40.7
Ohio,Clermont,37.3,35.8
Ohio,Clinton,36.4,36.1
Ohio,Columbiana,39.5,43.0
Ohio,Coshocton,38.1,40.5
Ohio,Crawford,39.5,41.9
Ohio,Cuyahoga,33.3,37.5
Ohio,Darke,37.5,40.6
Ohio,Defiance,36.9,37.4
Ohio,Delaware,34.6,30.0
Ohio,Erie,36.7,39.5
Ohio,Fairfield,39.2,39.8
Ohio,Fayette,38.0,41.1
Ohio,Franklin,35.8,39.5
Ohio,Fulton,38.9,37.5
Ohio,Gallia,39.1,41.2
Ohio,Geauga,32.6,33.6
Ohio,Greene,33.1,34.8
Ohio,Guernsey,37.5,41.6
Ohio,Hamilton,32.7,38.1
Ohio,Hancock,38.3,38.4
Ohio,Hardin,41.4,40.9
Ohio,Harrison,39.0,41.8
Ohio,Henry,39.5,38.4
Ohio,Highland,38.0,41.4
Ohio,Hocking,39.4,42.3
Ohio,Holmes,46.4,46.5
Ohio,Huron,37.7,41.6
Ohio,Jackson,40.9,45.4
Ohio,Jefferson,41.3,40.2
Ohio,Knox,36.0,37.8
Ohio,Lake,35.1,33.2
Ohio,Lawrence,44.6,43.7
Ohio,Licking,38.6,38.7
Ohio,Logan,40.2,39.8
Ohio,Lorain,38.0,39.0
Ohio,Lucas,38.9,42.2
Ohio,Madison,39.2,39.1
Ohio,Mahoning,36.5,36.9
Ohio,Marion,38.7,41.3
Ohio,Medina,35.3,33.2
Ohio,Meigs,40.2,42.9
Ohio,Mercer,36.5,36.2
Ohio,Miami,37.1,37.8
Ohio,Monroe,40.2,43.2
Ohio,Montgomery,36.8,39.0
Ohio,Morgan,39.3,42.4
Ohio,Morrow,38.1,41.6
Ohio,Muskingum,35.6,42.0
Ohio,Noble,42.7,44.4
Ohio,Ottawa,40.4,40.7
Ohio,Paulding,38.0,40.3
Ohio,Perry,38.8,43.7
Ohio,Pickaway,41.4,42.7
Ohio,Pike,38.9,46.1
Ohio,Portage,37.1,36.2
Ohio,Preble,37.1,38.0
Ohio,Putnam,39.4,37.8
Ohio,Richland,38.5,41.8
Ohio,Ross,36.6,44.7
Ohio,Sandusky,38.3,43.0
Ohio,Scioto,42.6,44.3
Ohio,Seneca,37.9,41.1
Ohio,Shelby,37.3,38.6
Ohio,Stark,38.8,39.5
Ohio,Summit,35.8,35.7
Ohio,Trumbull,35.8,39.0
Ohio,Tuscarawas,40.3,40.1
Ohio,Union,40.3,37.3
Ohio,Van Wert,37.1,39.6
Ohio,Vinton,39.7,45.8
Ohio,Warren,35.5,30.8
Ohio,Washington,41.5,37.3
Ohio,Wayne,38.7,36.4
Ohio,Williams,37.2,36.7
Ohio,Wood,38.4,39.2
Ohio,Wyandot,38.9,38.4
Oklahoma,Adair,40.9,45.9
Oklahoma,Alfalfa,37.7,39.3
Oklahoma,Atoka,39.6,41.8
Oklahoma,Beaver,36.9,36.9
Oklahoma,Beckham,38.3,37.9
Oklahoma,Blaine,40.7,39.2
Oklahoma,Bryan,38.8,38.7
Oklahoma,Caddo,40.7,42.6
Oklahoma,Canadian,37.2,36.0
Oklahoma,Carter,38.0,39.1
Oklahoma,Cherokee,39.5,43.1
Oklahoma,Choctaw,39.5,42.6
Oklahoma,Cimarron,38.5,40.2
Oklahoma,Cleveland,37.3,36.8
Oklahoma,Coal,41.9,44.4
Oklahoma,Comanche,36.6,42.7
Oklahoma,Cotton,38.8,41.4
Oklahoma,Craig,40.5,45.0
Oklahoma,Creek,37.9,42.7
Oklahoma,Custer,37.7,38.1
Oklahoma,Delaware,40.4,41.1
Oklahoma,Dewey,37.5,37.3
Oklahoma,Ellis,34.8,34.8
Oklahoma,Garfield,37.8,39.6
Oklahoma,Garvin,40.9,39.5
Oklahoma,Grady,40.2,43.8
Oklahoma,Grant,39.1,39.5
Oklahoma,Greer,38.0,41.1
Oklahoma,Harmon,38.4,43.6
Oklahoma,Harper,36.3,36.4
Oklahoma,Haskell,40.9,42.6
Oklahoma,Hughes,44.2,45.7
Oklahoma,Jackson,34.8,40.8
Oklahoma,Jefferson,38.9,41.3
Oklahoma,Johnston,40.5,40.9
Oklahoma,Kay,39.6,41.9
Oklahoma,Kingfisher,38.7,37.4
Oklahoma,Kiowa,37.7,40.5
Oklahoma,Latimer,38.1,39.9
Oklahoma,Le Flore,37.9,39.8
Oklahoma,Lincoln,37.8,41.8
Oklahoma,Logan,40.3,41.0
Oklahoma,Love,37.9,39.0
Oklahoma,Major,37.5,36.8
Oklahoma,Marshall,40.0,40.0
Oklahoma,Mayes,40.9,42.2
Oklahoma,McClain,38.8,39.1
Oklahoma,McCurtain,40.6,43.3
Oklahoma,McIntosh,41.3,42.0
Oklahoma,Murray,43.3,40.8
Oklahoma,Muskogee,36.2,42.3
Oklahoma,Noble,39.3,40.1
Oklahoma,Nowata,39.6,45.0
Oklahoma,Okfuskee,41.4,46.2
Oklahoma,Oklahoma,36.0,38.0
Oklahoma,Okmulgee,38.2,42.4
Oklahoma,Osage,37.9,43.9
Oklahoma,Ottawa,38.6,44.3
Oklahoma,Pawnee,37.4,41.4
Oklahoma,Payne,36.4,36.3
Oklahoma,Pittsburg,40.9,40.2
Oklahoma,Pontotoc,40.3,41.4
Oklahoma,Pottawatomie,40.4,43.0
Oklahoma,Pushmataha,40.0,42.3
Oklahoma,Roger Mills,36.3,36.2
Oklahoma,Rogers,36.8,39.4
Oklahoma,Seminole,43.4,43.6
Oklahoma,Sequoyah,39.8,42.5
Oklahoma,Stephens,37.1,38.4
Oklahoma,Texas,37.1,39.0
Oklahoma,Tillman,38.5,44.3
Oklahoma,Tulsa,34.0,37.3
Oklahoma,Wagoner,37.1,38.8
Oklahoma,Washington,35.8,39.3
Oklahoma,Washita,39.4,37.5
Oklahoma,Woods,35.8,36.8
Oklahoma,Woodward,36.4,36.2
Oregon,Baker,35.7,35.3
Oregon,Benton,31.8,31.9
Oregon,Clackamas,35.0,31.5
Oregon,Clatsop,35.5,35.0
Oregon,Columbia,38.2,37.4
Oregon,Coos,36.8,41.5
Oregon,Crook,35.1,35.8
Oregon,Curry,36.8,36.7
Oregon,Deschutes,27.3,28.5
Oregon,Douglas,35.2,41.0
Oregon,Gilliam,39.4,36.7
Oregon,Grant,34.9,34.9
Oregon,Harney,35.0,35.1
Oregon,Hood River,34.8,35.6
Oregon,Jackson,31.8,32.3
Oregon,Jefferson,35.4,41.9
Oregon,Josephine,36.0,36.6
Oregon,Klamath,31.5,37.2
Oregon,Lake,33.3,35.2
Oregon,Lane,33.0,33.9
Oregon,Lincoln,35.9,38.0
Oregon,Linn,34.8,38.5
Oregon,Malheur,35.7,38.9
Oregon,Marion,36.2,40.2
Oregon,Morrow,40.3,40.6
Oregon,Multnomah,27.7,32.2
Oregon,Polk,38.8,39.2
Oregon,Sherman,39.3,36.8
Oregon,Tillamook,37.0,35.8
Oregon,Umatilla,39.7,43.2
Oregon,Union,35.6,35.6
Oregon,Wallowa,35.1,35.5
Oregon,Wasco,40.0,40.0
Oregon,Washington,32.0,31.9
Oregon,Wheeler,35.6,35.6
Oregon,Yamhill,37.4,36.3
Pennsylvania,Adams,36.7,37.8
Pennsylvania,Allegheny,35.5,35.5
Pennsylvania,Armstrong,39.0,38.3
Pennsylvania,Beaver,38.4,40.8
Pennsylvania,Bedford,40.8,40.5
Pennsylvania,Berks,36.1,37.5
Pennsylvania,Blair,38.3,42.8
Pennsylvania,Bradford,36.8,41.3
Pennsylvania,Bucks,32.6,30.4
Pennsylvania,Butler,36.2,36.2
Pennsylvania,Cambria,42.1,42.4
Pennsylvania,Cameron,39.1,40.0
Pennsylvania,Carbon,37.7,39.6
Pennsylvania,Centre,32.4,37.6
Pennsylvania,Chester,31.8,29.5
Pennsylvania,Clarion,37.6,38.3
Pennsylvania,Clearfield,38.3,40.0
Pennsylvania,Clinton,37.4,41.2
Pennsylvania,Columbia,38.5,42.4
Pennsylvania,Crawford,33.9,40.0
Pennsylvania,Cumberland,34.3,33.7
Pennsylvania,Dauphin,35.9,42.7
Pennsylvania,Delaware,32.9,34.0
Pennsylvania,Elk,36.6,36.7
Pennsylvania,Erie,34.0,39.6
Pennsylvania,Fayette,41.2,42.9
Pennsylvania,Forest,39.4,42.2
Pennsylvania,Franklin,38.5,39.7
Pennsylvania,Fulton,39.8,41.4
Pennsylvania,Greene,39.3,44.2
Pennsylvania,Huntingdon,37.4,39.8
Pennsylvania,Indiana,37.6,38.1
Pennsylvania,Jefferson,36.7,37.1
Pennsylvania,Juniata,39.4,43.8
Pennsylvania,Lackawanna,33.7,34.9
Pennsylvania,Lancaster,35.7,39.4
Pennsylvania,Lawrence,37.9,39.4
Pennsylvania,Lebanon,39.4,39.5
Pennsylvania,Lehigh,34.3,37.3
Pennsylvania,Luzerne,37.7,37.1
Pennsylvania,Lycoming,36.9,40.9
Pennsylvania,McKean,37.8,36.6
Pennsylvania,Mercer,37.0,39.1
Pennsylvania,Mifflin,39.8,41.6
Pennsylvania,Monroe,35.2,36.8
Pennsylvania,Montgomery,30.7,30.0
Pennsylvania,Montour,25.2,30.6
Pennsylvania,Northampton,36.0,37.5
Pennsylvania,Northumberland,40.7,43.0
Pennsylvania,Perry,36.7,43.3
Pennsylvania,Philadelphia,32.7,43.9
Pennsylvania,Pike,36.6,36.1
Pennsylvania,Potter,37.6,40.0
Pennsylvania,Schuylkill,39.2,41.4
Pennsylvania,Snyder,40.0,41.6
Pennsylvania,Somerset,39.2,43.7
Pennsylvania,Sullivan,38.3,41.6
Pennsylvania,Susquehanna,37.2,39.3
Pennsylvania,Tioga,37.9,41.1
Pennsylvania,Union,35.4,39.2
Pennsylvania,Venango,36.5,40.4
Pennsylvania,Warren,36.3,37.9
Pennsylvania,Washington,39.4,38.1
Pennsylvania,Wayne,35.9,36.7
Pennsylvania,Westmoreland,36.3,35.1
Pennsylvania,Wyoming,36.7,40.7
Pennsylvania,York,39.3,38.7
Rhode Island,Bristol,30.3,27.3
Rhode Island,Kent,33.8,33.4
Rhode Island,Newport,29.4,27.3
Rhode Island,Providence,33.9,36.2
Rhode Island,Washington,30.0,27.8
South Carolina,Abbeville,38.5,42.5
South Carolina,Aiken,37.9,42.2
South Carolina,Allendale,43.2,58.0
South Carolina,Anderson,35.4,38.2
South Carolina,Bamberg,41.6,54.1
South Carolina,Barnwell,42.0,48.7
South Carolina,Beaufort,29.7,28.3
South Carolina,Berkeley,37.5,48.6
South Carolina,Calhoun,39.1,47.5
South Carolina,Charleston,30.3,36.4
South Carolina,Cherokee,35.2,43.8
South Carolina,Chester,39.8,46.4
South Carolina,Chesterfield,36.7,44.7
South Carolina,Clarendon,41.0,52.0
South Carolina,Colleton,38.3,49.6
South Carolina,Darlington,34.3,47.0
South Carolina,Dillon,41.3,52.6
South Carolina,Dorchester,36.4,37.9
South Carolina,Edgefield,40.8,47.0
South Carolina,Fairfield,40.9,50.0
South Carolina,Florence,34.9,46.5
South Carolina,Georgetown,35.6,42.9
South Carolina,Greenville,34.4,35.4
South Carolina,Greenwood,38.8,42.0
South Carolina,Hampton,42.2,51.2
South Carolina,Horry,36.6,36.7
South Carolina,Jasper,40.2,51.2
South Carolina,Kershaw,33.8,42.0
South Carolina,Lancaster,37.0,41.7
South Carolina,Laurens,40.0,46.3
South Carolina,Lee,39.2,56.1
South Carolina,Lexington,35.3,39.4
South Carolina,Marion,37.0,51.1
South Carolina,Marlboro,40.8,54.3
South Carolina,McCormick,41.3,48.8
South Carolina,Newberry,41.1,45.4
South Carolina,Oconee,36.0,38.1
South Carolina,Orangeburg,39.3,52.3
South Carolina,Pickens,33.9,34.9
South Carolina,Richland,33.3,41.2
South Carolina,Saluda,39.1,42.5
South Carolina,Spartanburg,32.9,36.9
South Carolina,Sumter,37.7,46.4
South Carolina,Union,40.3,45.3
South Carolina,Williamsburg,40.7,55.1
South Carolina,York,34.6,36.8
South Dakota,Aurora,37.9,36.2
South Dakota,Beadle,40.7,35.5
South Dakota,Bennett,37.2,48.0
South Dakota,Bon Homme,37.7,36.8
South Dakota,Brookings,33.3,33.4
South Dakota,Brown,35.1,35.5
South Dakota,Brule,35.6,36.1
South Dakota,Buffalo,38.3,53.6
South Dakota,Butte,35.3,36.0
South Dakota,Campbell,38.5,37.7
South Dakota,Charles Mix,37.1,41.9
South Dakota,Clark,37.1,35.3
South Dakota,Clay,37.0,35.2
South Dakota,Codington,35.4,34.5
South Dakota,Corson,37.5,49.2
South Dakota,Custer,35.3,33.9
South Dakota,Davison,40.3,35.7
South Dakota,Day,36.2,37.6
South Dakota,Deuel,36.8,36.1
South Dakota,Dewey,41.0,53.2
South Dakota,Douglas,40.8,38.9
South Dakota,Edmunds,37.0,36.6
South Dakota,Fall River,35.2,35.6
South Dakota,Faulk,37.8,37.6
South Dakota,Grant,37.4,36.6
South Dakota,Gregory,36.2,37.6
South Dakota,Haakon,33.2,32.6
South Dakota,Hamlin,36.5,36.2
South Dakota,Hand,37.4,34.9
South Dakota,Hanson,38.8,35.9
South Dakota,Harding,37.0,37.5
South Dakota,Hughes,36.0,36.1
South Dakota,Hutchinson,39.0,37.4
South Dakota,Hyde,38.1,38.3
South Dakota,Jackson,38.4,46.5
South Dakota,Jerauld,37.0,35.7
South Dakota,Jones,36.6,36.5
South Dakota,Kingsbury,36.4,34.3
South Dakota,Lake,35.0,33.5
South Dakota,Lawrence,32.6,30.5
South Dakota,Lincoln,34.4,33.3
South Dakota,Lyman,38.0,43.6
South Dakota,Marshall,37.2,38.2
South Dakota,McCook,35.8,34.2
South Dakota,McPherson,39.7,40.8
South Dakota,Meade,33.5,34.4
South Dakota,Mellette,38.9,49.1
South Dakota,Miner,34.7,33.8
South Dakota,Minnehaha,36.5,34.5
South Dakota,Moody,35.6,35.8
South Dakota,Pennington,33.8,32.1
South Dakota,Perkins,36.5,37.0
South Dakota,Potter,35.8,35.0
South Dakota,Roberts,37.6,41.7
South Dakota,Sanborn,39.6,36.8
South Dakota,Shannon,40.0,57.7
South Dakota,Spink,37.5,35.5
South Dakota,Stanley,36.4,35.7
South Dakota,Sully,36.4,35.3
South Dakota,Todd,38.7,55.3
South Dakota,Tripp,36.5,38.2
South Dakota,Turner,38.1,35.0
South Dakota,Union,36.4,35.0
South Dakota,Walworth,36.9,38.4
South Dakota,Yankton,37.0,33.6
South Dakota,Ziebach,38.6,54.1
Tennessee,Anderson,36.0,37.7
Tennessee,Bedford,40.8,42.8
Tennessee,Benton,40.5,41.5
Tennessee,Bledsoe,41.2,42.3
Tennessee,Blount,34.8,37.4
Tennessee,Bradley,36.8,38.1
Tennessee,Campbell,40.5,44.3
Tennessee,Cannon,38.8,42.5
Tennessee,Carroll,38.4,45.6
Tennessee,Carter,36.7,41.3
Tennessee,Cheatham,38.1,38.6
Tennessee,Chester,39.4,46.5
Tennessee,Claiborne,40.2,41.0
Tennessee,Clay,41.7,45.1
Tennessee,Cocke,38.5,43.1
Tennessee,Coffee,37.0,41.2
Tennessee,Crockett,38.2,45.0
Tennessee,Cumberland,37.6,35.2
Tennessee,Davidson,32.0,38.4
Tennessee,Decatur,39.1,41.3
Tennessee,DeKalb,40.0,41.6
Tennessee,Dickson,37.6,39.1
Tennessee,Dyer,37.6,43.9
Tennessee,Fayette,39.0,44.6
Tennessee,Fentress,43.1,42.0
Tennessee,Franklin,38.1,40.1
Tennessee,Gibson,38.3,43.9
Tennessee,Giles,40.8,42.6
Tennessee,Grainger,40.9,41.1
Tennessee,Greene,35.7,44.1
Tennessee,Grundy,42.6,44.8
Tennessee,Hamblen,37.2,39.7
Tennessee,Hamilton,36.2,36.6
Tennessee,Hancock,40.2,45.2
Tennessee,Hardeman,41.5,52.1
Tennessee,Hardin,37.0,41.4
Tennessee,Hawkins,37.5,42.0
Tennessee,Haywood,40.0,52.0
Tennessee,Henderson,38.7,43.4
Tennessee,Henry,36.9,41.6
Tennessee,Hickman,40.7,40.8
Tennessee,Houston,39.2,40.8
Tennessee,Humphreys,39.3,39.1
Tennessee,Jackson,41.9,43.8
Tennessee,Jefferson,37.5,35.4
Tennessee,Johnson,37.9,42.6
Tennessee,Knox,33.5,35.3
Tennessee,Lake,43.4,52.1
Tennessee,Lauderdale,40.7,49.8
Tennessee,Lawrence,39.2,39.4
Tennessee,Lewis,40.5,41.0
Tennessee,Lincoln,39.8,40.5
Tennessee,Loudon,36.0,37.1
Tennessee,Macon,40.1,42.3
Tennessee,Madison,35.0,46.0
Tennessee,Marion,40.1,39.7
Tennessee,Marshall,40.8,41.1
Tennessee,Maury,39.3,40.2
Tennessee,McMinn,37.5,40.4
Tennessee,McNairy,37.3,43.7
Tennessee,Meigs,40.1,41.6
Tennessee,Monroe,37.5,43.8
Tennessee,Montgomery,36.3,39.3
Tennessee,Moore,40.5,41.0
Tennessee,Morgan,39.7,39.9
Tennessee,Obion,39.5,42.8
Tennessee,Overton,41.4,41.8
Tennessee,Perry,40.7,40.6
Tennessee,Pickett,40.0,41.6
Tennessee,Polk,36.6,39.1
Tennessee,Putnam,38.4,36.6
Tennessee,Rhea,40.0,41.9
Tennessee,Roane,38.0,39.8
Tennessee,Robertson,38.5,38.7
Tennessee,Rutherford,35.5,39.1
