state,county,male obesity prevalence (%),female obesity prevalence (%)
Tennessee,Scott,39.4,42.4
Tennessee,Sequatchie,40.7,40.6
Tennessee,Sevier,35.6,35.8
Tennessee,Shelby,35.1,44.6
Tennessee,Smith,40.1,39.8
Tennessee,Stewart,38.2,37.5
Tennessee,Sullivan,36.7,38.3
Tennessee,Sumner,36.0,35.6
Tennessee,Tipton,37.8,41.6
Tennessee,Trousdale,39.6,41.7
Tennessee,Unicoi,37.4,42.0
Tennessee,Union,41.2,42.1
Tennessee,Van Buren,40.6,40.2
Tennessee,Warren,39.8,40.6
Tennessee,Washington,31.8,37.2
Tennessee,Wayne,38.4,40.1
Tennessee,Weakley,37.3,42.5
Tennessee,White,39.5,37.9
Tennessee,Williamson,30.6,28.9
Tennessee,Wilson,35.7,38.3
Texas,Anderson,38.2,38.1
Texas,Andrews,39.6,41.6
Texas,Angelina,37.7,42.2
Texas,Aransas,37.1,39.8
Texas,Archer,37.6,37.0
Texas,Armstrong,35.9,35.3
Texas,Atascosa,35.8,41.9
Texas,Austin,37.7,39.0
Texas,Bailey,37.8,41.6
Texas,Bandera,38.4,36.6
Texas,Bastrop,36.5,38.4
Texas,Baylor,35.2,37.4
Texas,Bee,39.1,43.4
Texas,Bell,33.6,37.7
Texas,Bexar,37.4,41.1
Texas,Blanco,33.8,32.7
Texas,Borden,36.5,37.1
Texas,Bosque,37.5,38.7
Texas,Bowie,38.7,38.3
Texas,Brazoria,33.9,35.9
Texas,Brazos,34.9,36.8
Texas,Brewster,34.8,36.7
Texas,Briscoe,37.1,38.8
Texas,Brooks,42.3,50.9
Texas,Brown,36.9,37.4
Texas,Burleson,40.0,41.0
Texas,Burnet,34.7,34.5
Texas,Caldwell,36.9,43.1
Texas,Calhoun,37.3,39.9
Texas,Callahan,38.2,35.7
Texas,Cameron,41.9,46.7
Texas,Camp,40.1,43.4
Texas,Carson,37.5,35.4
Texas,Cass,40.0,41.4
Texas,Castro,38.3,41.9
Texas,Chambers,36.8,38.1
Texas,Cherokee,37.9,43.1
Texas,Childress,35.8,39.5
Texas,Clay,37.6,36.0
Texas,Cochran,38.8,43.8
Texas,Coke,35.7,37.6
Texas,Coleman,38.8,39.1
Texas,Collin,29.5,29.7
Texas,Collingsworth,38.7,41.2
Texas,Colorado,35.7,42.0
Texas,Comal,35.1,33.7
Texas,Comanche,38.4,39.2
Texas,Concho,33.5,40.7
Texas,Cooke,38.9,38.8
Texas,Coryell,35.2,38.5
Texas,Cottle,39.3,43.6
Texas,Crane,40.0,41.3
Texas,Crockett,42.0,44.6
Texas,Crosby,37.9,43.5
Texas,Culberson,37.2,46.0
Texas,Dallam,38.1,39.4
Texas,Dallas,35.2,39.4
Texas,Dawson,40.3,45.1
Texas,Deaf Smith,38.1,43.8
Texas,Delta,37.3,40.6
Texas,Denton,36.2,35.5
Texas,DeWitt,38.9,39.8
Texas,Dickens,38.7,42.9
Texas,Dimmit,43.2,48.2
Texas,Donley,37.6,38.8
Texas,Duval,39.1,43.8
Texas,Eastland,40.7,39.0
Texas,Ector,38.9,43.4
Texas,Edwards,37.3,43.3
Texas,El Paso,35.9,40.4
Texas,Ellis,37.2,38.7
Texas,Erath,37.0,37.5
Texas,Falls,38.0,45.7
Texas,Fannin,36.6,38.6
Texas,Fayette,36.2,39.8
Texas,Fisher,36.0,37.0
Texas,Floyd,38.4,41.9
Texas,Foard,39.1,42.5
Texas,Fort Bend,32.6,32.0
Texas,Franklin,38.6,39.2
Texas,Freestone,38.7,40.5
Texas,Frio,37.2,47.3
Texas,Gaines,42.3,46.7
Texas,Galveston,33.3,37.3
Texas,Garza,40.3,47.2
Texas,Gillespie,33.3,33.0
Texas,Glasscock,36.8,36.4
Texas,Goliad,36.0,36.1
Texas,Gonzales,38.8,45.5
Texas,Gray,39.0,39.0
Texas,Grayson,34.9,35.7
Texas,Gregg,39.7,41.0
Texas,Grimes,41.3,43.1
Texas,Guadalupe,37.5,41.3
Texas,Hale,38.7,41.7
Texas,Hall,38.9,43.3
Texas,Hamilton,36.3,36.5
Texas,Hansford,39.6,38.7
Texas,Hardeman,34.8,38.8
Texas,Hardin,37.8,41.9
Texas,Harris,35.0,38.6
Texas,Harrison,42.5,42.9
Texas,Hartley,39.2,39.4
Texas,Haskell,37.3,41.2
Texas,Hays,35.1,36.4
Texas,Hemphill,37.7,38.1
Texas,Henderson,37.7,39.6
Texas,Hidalgo,44.2,49.4
Texas,Hill,38.0,41.7
Texas,Hockley,38.3,40.2
Texas,Hood,36.9,35.9
Texas,Hopkins,41.2,42.2
Texas,Houston,39.1,41.6
Texas,Howard,38.7,42.2
Texas,Hudspeth,39.1,49.1
Texas,Hunt,38.4,41.3
Texas,Hutchinson,41.1,37.5
Texas,Irion,37.5,38.3
Texas,Jack,39.2,39.3
Texas,Jackson,38.4,42.2
Texas,Jasper,37.1,42.2
Texas,Jeff Davis,34.0,37.0
Texas,Jefferson,37.0,43.0
Texas,Jim Hogg,41.6,46.7
Texas,Jim Wells,38.6,45.2
Texas,Johnson,39.5,37.7
Texas,Jones,40.6,44.4
Texas,Karnes,38.5,43.4
Texas,Kaufman,38.6,40.0
Texas,Kendall,31.5,29.4
Texas,Kenedy,38.0,42.6
Texas,Kent,35.3,35.7
Texas,Kerr,32.7,34.4
Texas,Kimble,37.6,40.3
Texas,King,36.8,37.8
Texas,Kinney,39.6,45.4
Texas,Kleberg,36.1,42.8
Texas,Knox,37.1,42.3
Texas,La Salle,43.0,51.2
Texas,Lamar,36.0,37.1
Texas,Lamb,37.9,42.0
Texas,Lampasas,35.8,37.0
Texas,Lavaca,37.7,40.1
Texas,Lee,38.6,39.5
Texas,Leon,39.5,38.2
Texas,Liberty,39.3,44.0
Texas,Limestone,38.5,42.5
Texas,Lipscomb,36.0,37.2
Texas,Live Oak,37.2,40.8
Texas,Llano,36.6,33.6
Texas,Loving,36.4,37.8
Texas,Lubbock,34.6,37.3
Texas,Lynn,37.6,41.5
Texas,Madison,40.6,42.8
Texas,Marion,42.1,45.3
Texas,Martin,38.3,41.0
Texas,Mason,36.8,36.1
Texas,Matagorda,37.7,40.9
Texas,Maverick,42.9,48.4
Texas,McCulloch,38.0,39.3
Texas,McLennan,35.4,41.5
Texas,McMullen,38.9,39.2
Texas,Medina,37.0,41.4
Texas,Menard,36.8,39.5
Texas,Midland,37.4,35.3
Texas,Milam,38.2,41.7
Texas,Mills,36.6,37.9
Texas,Mitchell,37.9,41.8
Texas,Montague,38.5,38.2
Texas,Montgomery,36.6,35.2
Texas,Moore,39.1,41.1
Texas,Morris,39.0,41.8
Texas,Motley,35.4,36.6
Texas,Nacogdoches,37.7,41.6
Texas,Navarro,37.5,43.8
Texas,Newton,41.0,44.1
Texas,Nolan,37.8,40.1
Texas,Nueces,35.7,40.4
Texas,Ochiltree,39.5,40.3
Texas,Oldham,37.9,39.0
Texas,Orange,38.0,42.6
Texas,Palo Pinto,38.7,40.1
Texas,Panola,41.0,42.6
Texas,Parker,37.9,35.8
Texas,Parmer,39.1,43.8
Texas,Pecos,40.0,40.4
Texas,Polk,39.5,44.2
Texas,Potter,35.7,42.0
Texas,Presidio,38.3,46.6
Texas,Rains,40.5,40.9
Texas,Randall,32.4,31.2
Texas,Reagan,41.2,42.3
Texas,Real,38.4,40.6
Texas,Red River,41.3,44.0
Texas,Reeves,41.3,48.5
Texas,Refugio,38.6,41.7
Texas,Roberts,36.1,33.4
Texas,Robertson,40.2,43.2
Texas,Rockwall,33.7,32.8
Texas,Runnels,38.4,40.7
Texas,Rusk,40.0,44.1
Texas,Sabine,39.8,41.8
Texas,San Augustine,41.1,46.2
Texas,San Jacinto,40.5,42.7
Texas,San Patricio,39.0,43.0
Texas,San Saba,35.5,36.5
Texas,Schleicher,35.9,38.8
Texas,Scurry,38.2,39.3
Texas,Shackelford,38.1,36.9
Texas,Shelby,41.1,44.9
Texas,Sherman,39.4,39.2
Texas,Smith,34.8,37.0
Texas,Somervell,35.5,34.3
Texas,Starr,46.2,55.7
Texas,Stephens,39.1,38.8
Texas,Sterling,39.5,40.9
Texas,Stonewall,36.8,37.8
Texas,Sutton,38.0,41.2
Texas,Swisher,37.8,40.8
Texas,Tarrant,35.7,37.5
Texas,Taylor,35.7,35.7
Texas,Terrell,36.6,38.5
Texas,Terry,39.7,44.3
Texas,Throckmorton,39.0,39.5
Texas,Titus,37.6,40.8
Texas,Tom Green,35.3,38.1
Texas,Travis,29.3,33.5
Texas,Trinity,40.6,42.5
Texas,Tyler,38.0,43.4
Texas,Upshur,40.7,40.2
Texas,Upton,38.5,40.3
Texas,Uvalde,37.8,43.0
Texas,Val Verde,39.3,46.2
Texas,Van Zandt,39.4,41.2
Texas,Victoria,36.5,37.5
Texas,Walker,39.7,41.4
Texas,Waller,40.2,42.6
Texas,Ward,40.3,43.4
Texas,Washington,38.0,39.0
Texas,Webb,44.3,45.7
Texas,Wharton,38.8,43.4
Texas,Wheeler,36.1,36.3
Texas,Wichita,35.9,37.9
Texas,Wilbarger,37.7,41.5
Texas,Willacy,43.8,50.7
Texas,Williamson,33.5,32.9
Texas,Wilson,36.8,40.0
Texas,Winkler,41.5,44.8
Texas,Wise,39.1,38.7
Texas,Wood,40.2,39.1
Texas,Yoakum,39.8,42.3
Texas,Young,38.1,38.1
Texas,Zapata,45.2,51.3
Texas,Zavala,39.8,49.1
Utah,Beaver,32.9,33.4
Utah,Box Elder,37.1,36.9
Utah,Cache,32.4,34.1
Utah,Carbon,34.5,34.7
Utah,Daggett,34.3,33.9
Utah,Davis,33.4,31.6
Utah,Duchesne,33.7,34.2
Utah,Emery,36.8,35.4
Utah,Garfield,33.9,33.8
Utah,Grand,32.2,29.7
Utah,Iron,33.3,34.2
Utah,Juab,36.6,35.8
Utah,Kane,32.1,30.9
Utah,Millard,33.2,34.2
Utah,Morgan,28.7,27.6
Utah,Piute,36.4,37.3
Utah,Rich,31.3,30.3
Utah,Salt Lake,30.9,32.5
Utah,San Juan,34.1,42.8
Utah,Sanpete,34.2,34.6
Utah,Sevier,34.6,35.0
Utah,Summit,22.4,20.0
Utah,Tooele,38.4,37.3
Utah,Uintah,37.1,35.9
Utah,Utah,34.5,31.3
Utah,Wasatch,31.0,27.5
Utah,Washington,33.0,31.0
Utah,Wayne,32.0,30.8
Utah,Weber,33.5,35.5
Vermont,Addison,27.9,29.3
Vermont,Bennington,29.2,30.4
Vermont,Caledonia,30.1,35.5
Vermont,Chittenden,26.5,26.4
Vermont,Essex,34.9,39.1
Vermont,Franklin,35.4,36.8
Vermont,Grand Isle,33.6,31.6
Vermont,Lamoille,30.3,31.9
Vermont,Orange,31.5,34.2
Vermont,Orleans,34.6,35.8
Vermont,Rutland,31.7,33.4
Vermont,Washington,27.1,28.5
Vermont,Windham,29.0,29.3
Vermont,Windsor,30.2,29.7
Virginia,Accomack,41.0,45.3
Virginia,Albemarle,29.6,29.2
Virginia,Alexandria City,25.7,26.9
Virginia,Alleghany,37.3,36.7
Virginia,Amelia,41.8,42.9
Virginia,Amherst,37.5,40.9
Virginia,Appomattox,39.2,41.1
Virginia,Arlington,26.1,24.3
Virginia,Augusta,34.6,38.4
Virginia,Bath,36.6,37.7
Virginia,Bedford,34.1,33.9
Virginia,Bedford City,34.8,37.1
Virginia,Bland,37.6,35.5
Virginia,Botetourt,35.0,32.7
Virginia,Bristol City,41.7,42.0
Virginia,Brunswick,43.2,51.5
Virginia,Buchanan,44.0,42.5
Virginia,Buckingham,42.8,46.6
Virginia,Buena Vista City,39.3,42.5
Virginia,Campbell,37.6,39.9
Virginia,Caroline,39.4,42.2
Virginia,Carroll,38.3,42.0
Virginia,Charles City,42.7,49.8
Virginia,Charlotte,42.3,45.1
Virginia,Charlottesville City,23.1,27.7
Virginia,Chesapeake City,36.9,38.2
Virginia,Chesterfield,34.4,34.2
Virginia,Clarke,38.0,34.5
Virginia,Colonial Heights City,33.4,34.2
Virginia,Covington City,38.1,38.7
Virginia,Craig,35.0,33.7
Virginia,Culpeper,39.0,36.9
Virginia,Cumberland,39.1,42.6
Virginia,Danville City,36.0,44.6
Virginia,Dickenson,44.3,41.7
Virginia,Dinwiddie,41.1,45.7
Virginia,Emporia City,40.8,50.8
Virginia,Essex,38.8,42.9
Virginia,Fairfax,25.7,26.5
Virginia,Fairfax City,22.0,22.8
Virginia,Falls Church City,19.5,17.6
Virginia,Fauquier,37.1,31.7
Virginia,Floyd,35.3,38.0
Virginia,Fluvanna,38.7,36.4
Virginia,Franklin,34.6,37.0
Virginia,Franklin City,38.4,46.5
Virginia,Frederick,37.4,36.5
Virginia,Fredericksburg City,31.1,34.3
Virginia,Galax City,33.4,38.4
Virginia,Giles,38.9,36.7
Virginia,Gloucester,34.9,36.5
Virginia,Goochland,33.9,33.4
Virginia,Grayson,38.4,41.1
Virginia,Greene,38.2,38.4
Virginia,Greensville,41.3,51.2
Virginia,Halifax County with South Boston City,41.3,44.8
Virginia,Hampton City,36.9,48.2
Virginia,Hanover,34.0,33.6
Virginia,Harrisonburg City,32.1,38.5
Virginia,Henrico,30.6,35.9
Virginia,Henry,37.4,43.7
Virginia,Highland,39.0,40.5
Virginia,Hopewell City,43.9,46.8
Virginia,Isle of Wight,38.3,40.6
Virginia,James City,32.7,32.8
Virginia,King and Queen,39.8,44.7
Virginia,King George,36.9,35.4
Virginia,King William,36.3,38.7
Virginia,Lancaster,36.1,42.7
Virginia,Lee,39.7,42.2
Virginia,Lexington City,33.9,40.2
Virginia,Loudoun,28.9,28.2
Virginia,Louisa,39.3,38.0
Virginia,Lunenburg,43.5,46.4
Virginia,Lynchburg City,32.6,41.1
Virginia,Madison,38.2,38.8
Virginia,Manassas City,33.5,36.1
Virginia,Manassas Park City,35.4,37.6
Virginia,Martinsville City,30.2,39.3
Virginia,Mathews,37.2,38.1
Virginia,Mecklenburg,42.4,44.2
Virginia,Middlesex,35.8,37.8
Virginia,Montgomery,30.3,36.1
Virginia,Nelson,35.3,37.6
Virginia,New Kent,36.5,38.9
Virginia,Newport News City,37.0,44.3
Virginia,Norfolk City,38.7,47.0
Virginia,Northampton,39.5,43.6
Virginia,Northumberland,36.6,40.5
Virginia,Norton City,37.9,34.5
Virginia,Nottoway,41.8,47.4
Virginia,Orange,39.1,38.3
Virginia,Page,40.0,43.2
Virginia,Patrick,36.9,41.4
Virginia,Petersburg City,42.3,55.4
Virginia,Pittsylvania,38.3,41.2
Virginia,Poquoson City,32.4,36.5
Virginia,Portsmouth City,43.7,49.4
Virginia,Powhatan,39.1,36.9
Virginia,Prince Edward,40.2,46.1
Virginia,Prince George,40.3,42.8
Virginia,Prince William,34.2,35.6
Virginia,Pulaski,35.8,38.0
Virginia,Radford City,29.7,36.3
Virginia,Rappahannock,38.3,36.4
Virginia,Richmond,40.6,45.0
Virginia,Richmond City,31.6,43.5
Virginia,Roanoke,31.6,30.5
Virginia,Roanoke City,37.3,43.2
Virginia,Rockbridge,36.1,38.0
Virginia,Rockingham,36.6,38.7
Virginia,Russell,43.0,40.8
Virginia,Salem City,33.2,34.0
Virginia,Scott,40.0,42.2
Virginia,Shenandoah,36.0,38.5
Virginia,Smyth,40.5,39.8
Virginia,Southampton,40.6,45.9
Virginia,Spotsylvania,37.6,36.1
Virginia,Stafford,36.6,35.0
Virginia,Staunton City,33.0,42.3
Virginia,Suffolk City,38.9,42.8
Virginia,Surry,42.1,47.7
Virginia,Sussex,44.2,53.3
Virginia,Tazewell,42.3,37.9
Virginia,Virginia Beach City,32.5,36.1
Virginia,Warren,37.4,37.0
Virginia,Washington,36.5,36.4
Virginia,Waynesboro City,31.8,41.4
Virginia,Westmoreland,41.0,43.5
Virginia,Williamsburg City,32.2,35.0
Virginia,Winchester City,31.3,34.0
Virginia,Wise,44.9,42.3
Virginia,Wythe,36.9,39.8
Virginia,York,31.2,33.8
Washington,Adams,44.6,45.1
Washington,Asotin,36.8,37.9
Washington,Benton,37.0,37.2
Washington,Chelan,32.3,32.8
Washington,Clallam,32.1,35.2
Washington,Clark,34.3,37.0
Washington,Columbia,39.5,40.4
Washington,Cowlitz,41.4,42.1
Washington,Douglas,33.7,39.9
Washington,Ferry,37.0,38.7
Washington,Franklin,42.5,44.5
Washington,Garfield,35.0,35.7
Washington,Grant,40.6,41.5
Washington,Grays Harbor,39.1,42.8
Washington,Island,31.1,32.0
Washington,Jefferson,31.7,31.1
Washington,King,28.1,29.4
Washington,Kitsap,34.8,36.0
Washington,Kittitas,31.9,35.2
Washington,Klickitat,37.1,35.0
Washington,Lewis,41.2,40.3
Washington,Lincoln,36.8,37.5
Washington,Mason,39.0,37.7
Washington,Okanogan,32.6,39.9
Washington,Pacific,40.2,42.7
Washington,Pend Oreille,35.4,37.3
Washington,Pierce,38.8,38.8
Washington,San Juan,25.1,26.0
Washington,Skagit,33.8,36.5
Washington,Skamania,37.6,38.0
Washington,Snohomish,35.1,36.0
Washington,Spokane,34.1,34.9
Washington,Stevens,35.3,36.3
Washington,Thurston,36.3,35.2
Washington,Wahkiakum,37.8,36.8
Washington,Walla Walla,36.1,35.5
Washington,Whatcom,31.1,32.2
Washington,Whitman,34.4,36.6
Washington,Yakima,38.2,43.7
West Virginia,Barbour,39.7,41.9
West Virginia,Berkeley,38.6,41.5
West Virginia,Boone,43.4,44.8
West Virginia,Braxton,38.6,42.9
West Virginia,Brooke,40.4,39.5
West Virginia,Cabell,40.3,41.2
West Virginia,Calhoun,41.2,45.9
West Virginia,Clay,41.7,49.2
West Virginia,Doddridge,41.3,41.1
West Virginia,Fayette,38.8,42.9
West Virginia,Gilmer,39.5,44.3
West Virginia,Grant,37.3,42.2
West Virginia,Greenbrier,35.7,36.5
West Virginia,Hampshire,39.7,41.8
West Virginia,Hancock,39.0,42.1
West Virginia,Hardy,36.0,41.1
West Virginia,Harrison,38.3,37.9
West Virginia,Jackson,39.9,42.3
West Virginia,Jefferson,39.5,35.5
West Virginia,Kanawha,35.4,40.0
West Virginia,Lewis,38.7,38.9
West Virginia,Lincoln,45.9,47.9
West Virginia,Logan,41.8,48.1
West Virginia,Marion,39.2,43.1
West Virginia,Marshall,36.2,42.0
West Virginia,Mason,43.8,42.6
West Virginia,McDowell,46.0,47.1
West Virginia,Mercer,39.7,38.7
West Virginia,Mineral,38.3,41.3
West Virginia,Mingo,41.5,46.5
West Virginia,Monongalia,28.5,34.5
West Virginia,Monroe,39.8,38.8
West Virginia,Morgan,38.0,40.0
West Virginia,Nicholas,37.6,41.8
West Virginia,Ohio,34.3,36.1
West Virginia,Pendleton,34.6,38.8
West Virginia,Pleasants,39.2,36.0
West Virginia,Pocahontas,36.5,37.7
West Virginia,Preston,36.7,42.4
West Virginia,Putnam,39.1,39.1
West Virginia,Raleigh,37.3,42.4
West Virginia,Randolph,36.1,39.5
West Virginia,Ritchie,38.7,39.9
West Virginia,Roane,41.7,46.5
West Virginia,Summers,39.0,43.5
West Virginia,Taylor,38.7,43.5
West Virginia,Tucker,36.8,39.2
West Virginia,Tyler,40.5,40.1
West Virginia,Upshur,37.4,38.5
West Virginia,Wayne,41.4,46.0
West Virginia,Webster,40.2,44.4
West Virginia,Wetzel,40.2,40.7
West Virginia,Wirt,38.7,40.0
West Virginia,Wood,39.2,37.5
West Virginia,Wyoming,41.2,45.0
Wisconsin,Adams,40.1,40.0
Wisconsin,Ashland,36.5,34.8
Wisconsin,Barron,35.6,37.0
Wisconsin,Bayfield,37.2,35.4
Wisconsin,Brown,36.4,35.0
Wisconsin,Buffalo,39.3,35.8
Wisconsin,Burnett,34.8,35.2
Wisconsin,Calumet,39.0,36.0
Wisconsin,Chippewa,34.8,36.9
Wisconsin,Clark,36.7,39.5
Wisconsin,Columbia,39.0,37.0
Wisconsin,Crawford,35.6,32.9
Wisconsin,Dane,31.0,31.8
Wisconsin,Dodge,40.1,41.2
Wisconsin,Door,34.9,35.7
Wisconsin,Douglas,35.8,36.5
Wisconsin,Dunn,36.8,37.2
Wisconsin,Eau Claire,34.5,34.2
Wisconsin,Florence,35.6,35.9
Wisconsin,Fond du Lac,39.5,38.7
Wisconsin,Forest,36.2,38.7
Wisconsin,Grant,35.9,34.8
Wisconsin,Green,36.7,33.3
Wisconsin,Green Lake,39.5,38.2
Wisconsin,Iowa,35.7,33.7
Wisconsin,Iron,38.0,34.5
Wisconsin,Jackson,38.4,41.2
Wisconsin,Jefferson,36.2,38.3
Wisconsin,Juneau,37.7,40.2
Wisconsin,Kenosha,35.1,37.2
Wisconsin,Kewaunee,37.9,36.5
Wisconsin,La Crosse,34.5,31.8
Wisconsin,Lafayette,36.8,35.1
Wisconsin,Langlade,37.3,37.3
Wisconsin,Lincoln,37.7,35.6
Wisconsin,Manitowoc,37.4,34.7
Wisconsin,Marathon,34.0,32.2
Wisconsin,Marinette,37.1,35.7
Wisconsin,Marquette,41.2,38.7
Wisconsin,Menominee,36.0,50.0
Wisconsin,Milwaukee,33.8,42.0
Wisconsin,Monroe,37.1,37.0
Wisconsin,Oconto,37.3,36.6
Wisconsin,Oneida,35.6,33.0
Wisconsin,Outagamie,36.6,35.5
Wisconsin,Ozaukee,30.7,28.6
Wisconsin,Pepin,37.7,35.4
Wisconsin,Pierce,37.0,33.3
Wisconsin,Polk,37.4,33.3
Wisconsin,Portage,35.8,35.1
Wisconsin,Price,34.9,35.5
Wisconsin,Racine,37.6,38.1
Wisconsin,Richland,34.8,37.4
Wisconsin,Rock,36.6,36.3
Wisconsin,Rusk,36.4,37.6
Wisconsin,Sauk,35.3,38.5
Wisconsin,Sawyer,35.5,37.4
Wisconsin,Shawano,36.7,36.8
Wisconsin,Sheboygan,35.3,32.5
Wisconsin,St. Croix,37.7,32.6
Wisconsin,Taylor,35.8,37.3
Wisconsin,Trempealeau,40.5,37.8
Wisconsin,Vernon,35.1,36.4
Wisconsin,Vilas,35.3,32.7
Wisconsin,Walworth,35.6,33.5
Wisconsin,Washburn,36.5,34.7
Wisconsin,Washington,34.6,35.0
Wisconsin,Waukesha,32.5,29.5
Wisconsin,Waupaca,36.5,36.8
Wisconsin,Waushara,39.3,38.5
Wisconsin,Winnebago,37.4,36.2
Wisconsin,Wood,33.1,34.7
Wyoming,Albany,25.7,31.4
Wyoming,Big Horn,36.2,33.9
Wyoming,Campbell,40.5,37.0
Wyoming,Carbon,35.2,36.9
Wyoming,Converse,36.5,37.0
Wyoming,Crook,35.8,35.5
Wyoming,Fremont,31.9,34.2
Wyoming,Goshen,36.5,36.7
Wyoming,Hot Springs,32.3,35.7
Wyoming,Johnson,34.7,31.4
Wyoming,Laramie,32.1,33.2
Wyoming,Lincoln,32.6,29.0
Wyoming,Natrona,34.0,34.4
Wyoming,Niobrara,36.7,37.0
Wyoming,Park,28.2,27.3
Wyoming,Platte,31.7,34.0
Wyoming,Sheridan,33.4,30.3
Wyoming,Sublette,29.8,28.0
Wyoming,Sweetwater,34.7,36.0
Wyoming,Teton,21.6,19.6
Wyoming,Uinta,36.5,34.8
Wyoming,Washakie,32.4,34.7
Wyoming,Weston,36.8,35.9
